combined	var_all	var_sender	ccount
GABA:.d.	0.005524691358024691	0.0	2
GABA:.p.	0.03459876543209877	0.8546436536046927	8
GAD:..	0.000428669410150892	0.0	23
GAD:.d.	0.00042866941015089156	0.0	1
GAL:..	0.017356770833333333	0.6246995464852608	470
GAL:.p.	0.017356770833333333	0.6246995464852608	6
GAN:..	0.00943310657596372	0.22222222222222224	123
GAN:.m.	0.009433106575963721	0.22222222222222224	3
GAR:..	0.0009902419916560598	0.05015432098765433	490
GAR:.m.	0.0009902419916560593	0.05015432098765432	4
GAR₃:..	0.0722798923490965	0.2775	68
GAR₃:.d.	0.01922337562475971	0.1875	1
GAR₃:.p.	0.05536332179930796	0.09000000000000001	3
GA₂:..	0.09876543209876544	0.0	9
GA₂:.p.	0.09876543209876543	0.0	1
GI:..	0.01187209452479339	0.015625	136
GI:.p.	0.01187209452479339	0.015625	2
GIR₂:..	0.018175582990397805	0.22222222222222224	74
GIR₂:.p.	0.018175582990397805	0.22222222222222224	1
GIR₃:..	0.031217481789802295	0.0	39
GIR₃:.d.	0.031217481789802295	0.0	1
GIŠ:..	0.01929377536538702	0.34925734536734077	575
GIŠ:.d.	0.019293775365387022	0.3492573453673408	13
GU₂:..	0.1679861111111111	0.4320987654320988	19
GU₂:.t.	0.1679861111111111	0.4320987654320988	9
HA@g:..	0.15419501133786845	0.1388888888888889	19
HA@g:.p.	0.15419501133786845	0.13888888888888892	4
HI:..	0.03591839430976513	1.349245842840303	706
HI:.p.	0.03591839430976513	1.3492458428403031	28
HU:..	0.025257743536757936	0.7082386936255985	291
HU:.d.	0.02525774353675794	0.7082386936255985	7
I:..	0.000576222023182947	0.039344359933886144	2192
I:.p.	0.0005762220231829471	0.039344359933886144	5
IB:..	0.007633136094674557	0.1875	174
IB:.d.	0.007633136094674557	0.1875	1
IG:..	0.13735898118384143	2.9034685678775016	264
IG:.d.	0.11556376814561536	2.5270390571534507	49
IG:.y.	0.03397504146106755	0.7754554832727933	16
IGI:..	0.006584267358295617	0.12235329381214408	829
IGI:.d.	0.006584267358295618	0.12235329381214408	9
IL:..	0.10542984136530531	1.6347924857698288	217
IL:.d.	0.001436733602860102	0.0	1
IL:.m.	0.01337981370725532	0.19715035325424934	4
IL:.p.	0.005746934411440408	0.0	1
IL:.t.	0.05271387654485988	0.8747112297520094	19
IL:.y.	0.04455916038327746	0.7131638133761011	16
IM:..	0.008927846765684606	0.25	122
IM:.p.	0.008927846765684606	0.25	1
IN:..	0.09207979126336167	1.3833205782312927	130
IN:.d.	0.0112785119097719	0.2528344671201814	2
IN:.m.	0.00909014392727885	0.0	1
IN:.p.	0.07575119939399043	1.3527083333333336	10
IR:..	0.059586776859504136	1.0763383784886504	132
IR:.d.	0.059586776859504136	1.0763383784886504	7
IŠ:..	0.09837340352356916	3.356989565355659	416
IŠ:.d.	0.04185445586202752	1.1541195298434799	24
IŠ:.t.	0.06103688743164473	2.339612238470173	33
IŠ:.td.	0.002898526230394808	0.08264462809917354	1
KA:..	0.013783725333566445	0.30413626082325484	1297
KA:.d.	0.012256439416891253	0.2763811587824385	32
KA:.y.	0.0015772831298089041	0.027755102040816326	1
KAB:..	0.07638888888888888	0.25	27
KAB:.p.	0.03993055555555556	0.25	1
KAB:.y.	0.03993055555555556	0.0	1
KAD₃:.d.	0.0	0.0	1
KAK:..	0.12456597222222225	0.734375	46
KAK:.d.	0.12456597222222225	0.734375	7
KAL:..	0.030778854817697127	1.0123997370151219	351
KAL:.d.	0.030778854817697123	1.0123997370151219	12
KAM₂:..	0.197386186264308	2.151720600277148	69
KAM₂:.t.	0.1912554197016996	2.0371372669438146	29
KAM₂:.tm.	0.015868886576482836	0.1875	1
KASKAL:..	0.03791551246537397	0.625	92
KASKAL:.d.	0.012984764542936287	0.1875	2
KASKAL:.t.	0.025623268698060947	0.4375	2
KA₂:..	0.10207100591715976	0.8363038548752835	82
KA₂:.d.	0.07100591715976333	0.6763038548752834	10
KA₂:.dp.	0.036982248520710054	0.16000000000000006	2
KEŠ₂:..	0.13888888888888892	0.5	10
KEŠ₂:.m.	0.07638888888888887	0.25	1
KEŠ₂:.p.	0.07638888888888887	0.25	1
KI:..	0.011038301248091454	0.7066414073640972	886
KI:.d.	0.0023255687591351927	0.055363321799307974	1
KI:.m.	0.0007253818442629633	0.04311634349030472	2
KI:.p.	0.0005813921897837981	0.040000000000000015	1
KI:.t.	0.0023255687591351923	0.13888888888888892	1
KI:.td.	0.0023255687591351923	0.25	1
KI:.y.	0.002901527377051852	0.19996537396121883	2
KID:..	0.05179208106586602	0.6044444444444445	84
KID:.d.	0.026646650403452807	0.4444444444444445	2
KID:.p.	0.026646650403452803	0.16000000000000006	2
KIN:..	0.15878617830786473	2.4986877536444636	337
KIN:.dtm.	0.0047168751824981465	0.06222222222222222	1
KIN:.m.	0.04453547514406435	0.9857634320946009	17
KIN:.mm.	0.0016958289346600474	0.006944444444444446	2
KIN:.t.	0.08055374617221833	1.770024232221202	36
KIN:.td.	0.00678331573864019	0.29	6
KIN:.tdm.	0.0047168751824981465	0.08264462809917354	4
KIN:.tm.	0.04315192081639377	0.9293266565885614	14
KIŠ:..	0.08264462809917356	0.0	13
KIŠ:.p.	0.08264462809917356	0.0	1
KU:..	0.006127987234241172	0.27288832199546487	897
KU:.m.	0.0037446177273682	0.16351332199546487	4
KU:.y.	0.0024096244953207774	0.109375	1
KUL:..	0.23972996265440966	1.9586111111111113	39
KUL:.d.	0.23542085607584023	2.2886111111111114	29
KUL:.p.	0.004165469692617065	0.0	1
KUL:.t.	0.01666187877046826	0.0	1
KUL:.y.	0.10456765297328353	0.6500000000000001	8
KUN:..	0.056932966023875105	0.0	33
KUN:.m.	0.05693296602387511	0.0	2
KUR:..	0.005441520182319549	0.2886765588398714	1036
KUR:.d.	0.0011219281711601025	0.06815234860106656	3
KUR:.p.	0.0005966552963531057	0.05555555555555556	1
KUR:.t.	0.0025616039934131815	0.05385754357213819	4
KU₃:..	0.05246913580246914	0.0	89
KU₃:.d.	0.027006172839506168	0.0	1
KU₃:.p.	0.027006172839506168	0.0	1
LA:..	0.012508076041909488	0.5156076141259988	1341
LA:.d.	0.00015838893936774519	0.005702647071900657	3
LA:.dp.	0.00011000926185761506	0.0024999999999999996	2
LA:.m.	4.0492227387893994e-05	0.001836734693877551	1
LA:.p.	0.012155674752197294	0.5026965738929121	19
LAGAB:..	0.04986149584487534	0.25	24
LAGAB:.t.	0.04986149584487534	0.25	1
LAGAR@g:..	0.006938775510204082	0.0	49
LAGAR@g:.m.	0.0069387755102040816	0.0	1
LAM:..	0.13440000000000002	0.09	38
LAM:.d.	0.13439999999999996	0.09000000000000001	5
LI:..	0.19092236989313682	5.973524385138679	465
LI:.d.	0.1534231719009871	5.0491232922561755	147
LI:.dp.	0.00569651202478471	0.5030006858710563	4
LI:.m.	0.004046550094517959	0.06891623515404104	5
LI:.mm.	0.002710007088846881	0.22222222222222224	1
LI:.p.	0.01268423617674858	0.22470139676240866	11
LI:.t.	0.0306660377776465	1.1112322289452972	30
LI:.td.	0.009953922495274102	0.3537355390409743	7
LI:.tdm.	0.0006775017722117203	0.02734375	1
LI:.tm.	0.0033801246455576555	0.10909722222222223	3
LI:.tp.	0.0014382298066320097	0.040307500314940785	4
LI:.tt.	0.019100452816503886	0.8622963113926319	13
LI:.y.	0.006067979087901702	0.09816529492455418	4
LIL:..	0.0982476299913818	0.7064409722222222	63
LIL:.dm.	0.01666187877046826	0.25	1
LIL:.m.	0.04826199367997702	0.0	4
LIL:.p.	0.024274633725940825	0.18734375000000006	5
LIL:.tm.	0.020540074691180694	0.2690972222222222	2
LIŠ:..	0.2224968112244898	2.868888731418493	82
LIŠ:.d.	0.20857913477891157	3.16055539808516	46
LIŠ:.t.	0.05243542729591837	0.5833333333333334	9
LU:..	0.006364909238062204	0.3338696415024394	1230
LU:.m.	0.006364909238062205	0.33386964150243936	8
LUGAL:..	0.052634343623723136	1.9065756198842259	2282
LUGAL:.d.	0.025995508999879985	0.9086328911503245	75
LUGAL:.dp.	8.704718443693606e-05	0.0028344671201814063	1
LUGAL:.m.	0.0022468547923284363	0.08628633629377677	6
LUGAL:.p.	0.008750227460161577	0.20950789837974168	54
LUGAL:.pp.	8.704718443693604e-05	0.004145408163265305	1
LUGAL:.t.	0.01220360436763332	0.5097797916626117	67
LUGAL:.td.	0.00034818873774774417	0.010847107438016533	1
LUGAL:.tm.	0.0003481887377477442	0.011337868480725625	1
LUGAL:.y.	0.005245997720671366	0.157755972487363	10
LUGAL:.yt.	0.00022284079215855628	0.03555555555555557	2
LUH:..	0.0049484746454443425	0.020833333333333336	46
LUH:.d.	0.003264972961942658	0.020833333333333336	1
LUH:.p.	0.0018365472910927458	0.0	1
LU₂:..	0.09279934261264862	3.192565946286893	231
LU₂:.m.	2.5365192676317e-05	0.00044604238754325254	1
LU₂:.p.	0.0013745415649776777	0.08454656505336294	15
LU₂:v..	0.20953960068944022	6.887956002497693	1257
LU₂:v.d.	0.0024445668553405723	0.10230212321269705	6
LU₂:v.dy.	0.000101460770705268	0.0	1
LU₂:v.m.	0.00014366770790101566	0.004195257783506268	3
LU₂:v.p.	0.00010146077070526802	0.004774305555555554	1
LU₂:v.y.	0.1642373230357414	5.460492653965738	549
LU₂:v.ym.	6.493489325137154e-05	0.001536	1
MA:..	0.009249080509208278	0.3074980508914062	2544
MA:.d.	0.00044133034239175734	0.02345983020838477	7
MA:.m.	0.0001641224046777074	0.017777777777777778	1
MA:.p.	0.008689685843691577	0.26627601122991157	38
MA@g:..	0.22222222222222224	0.0	3
MA@g:.m.	0.22222222222222224	0.0	1
MAR:..	0.002032383767804354	0.0	166
MAR:.d.	0.0020323837678043535	0.0	1
ME:..	2.1029030603639673e-05	0.000683013455365071	801
ME:.p.	2.1029030603639663e-05	0.0006830134553650707	1
MI:..	0.0015527343749999996	0.02734375	225
MI:.d.	0.0015527343749999999	0.02734375	1
MU:..	0.026716668117910104	1.2687418590756632	1385
MU:.d.	0.0017760610709328655	0.09582990397805213	3
MU:.m.	9.999974317882974e-05	0.0029687499999999996	1
MU:.p.	0.02267005566660014	1.0028598717642776	44
MU:.pp.	0.0001777773212068083	0.020833333333333336	1
MU:.t.	0.0019974266518737664	0.10999999999999999	2
MURUB₄:..	0.20999999999999996	0.0	9
MURUB₄:.m.	0.16000000000000003	0.0	2
MURUB₄:.mm.	0.09000000000000001	0.0	1
MUŠ:..	0.1424937307098765	0.25166666666666665	40
MUŠ:.m.	0.027006172839506168	0.22222222222222224	1
MUŠ:.p.	0.05767746913580247	0.05555555555555556	3
MUŠ:.t.	0.06002845293209876	0.08499999999999999	7
MUŠ:.tp.	0.027006172839506168	0.0	1
NA:..	0.10049946434255665	3.593188025671207	2502
NA:.d.	0.0037040770963981196	0.08591865846654351	20
NA:.dt.	0.005209963993546368	0.10687074829931971	14
NA:.t.	0.07562620923312058	2.6028048304239215	442
NA:.td.	0.020702531665714563	0.6757945319745988	70
NA:.y.	0.005626051546212964	0.5070454512156817	34
NAGAR:..	0.13888888888888892	0.22222222222222224	9
NAGAR:.d.	0.13888888888888892	0.22222222222222224	1
NAM:..	0.06041647029251893	0.6406129853902345	154
NAM:.m.	0.0006009048920727685	0.0034602076124567484	1
NAM:.p.	0.06015332893455242	0.6371527777777779	13
NA₂:..	0.027777777777777783	0.027777777777777783	3
NA₂:.m.	0.027777777777777776	0.027777777777777776	1
NE:..	0.015117751923437795	0.34467120181405897	203
NE:.p.	0.00845608932257459	0.22222222222222224	2
NE:.t.	0.006802401951585663	0.12244897959183676	1
NE@s:..	0.20408163265306123	0.9097222222222222	23
NE@s:.d.	0.15419501133786848	0.9097222222222222	4
NE@s:.p.	0.045351473922902494	0.0	1
NE@s:.t.	0.045351473922902494	0.0	1
NI:..	0.03893657489167183	1.2739102561836662	4680
NI:.d.	0.03748864976558103	1.2299592636899512	283
NI:.p.	3.672331720930135e-05	0.0009312073790403234	2
NI:.t.	0.0016997097673282918	0.05037739209128898	9
NIM:..	0.03222222222222222	0.13888888888888892	40
NIM:.d.	0.03222222222222222	0.13888888888888892	1
NU:..	0.005464765155555554	0.2789464655385819	2087
NU:.d.	0.005076868266666665	0.2582853085137885	11
NU:.t.	0.00039935999999999997	0.020661157024793386	1
NUN:..	0.2372042605335093	2.2887758251448727	49
NUN:.dm.	0.09807710434536715	1.1344387755102043	19
NUN:.m.	0.2447450278065793	2.3977554169816075	57
PAD:..	0.004715236686390533	0.0	64
PAD:.m.	0.004715236686390532	0.0	1
PAN:..	0.06222222222222222	0.0	14
PAN:.t.	0.06222222222222223	0.0	1
PAP:..	0.03252689141277568	0.5031519274376417	201
PAP:.d.	0.03252689141277568	0.5031519274376418	9
RA:..	0.06938833570569991	1.2666107533718325	756
RA:.d.	0.008163429598499928	0.12433835354520929	7
RA:.dp.	0.0006097524524602318	0.005099826388888889	1
RA:.m.	0.00027100108998232513	0.027777777777777776	1
RA:.p.	0.016929501191939842	0.4265960456317321	23
RA:.t.	0.03725767155597799	0.6425075218421807	36
RA:.td.	0.0002710010899823252	0.002266589506172839	1
RA:.tdp.	0.0024390098098409263	0.031217481789802305	1
RA:.tp.	0.0012165159223103642	0.015088449531737774	2
RA:.y.	0.0006097524524602316	0.009245562130177512	1
RA:.yd.	0.004866063689241456	0.11259381886108659	2
RA:.yp.	0.001216515922310364	0.00998263888888889	2
RAB:..	0.03916666666666667	0.3125	34
RAB:.d.	0.03222222222222222	0.25	1
RAB:.t.	0.008055555555555555	0.0625	1
RI:..	0.02015862211624041	0.548926991422802	960
RI:.d.	0.02015862211624041	0.548926991422802	26
RU:..	0.14998256856375147	4.538847779866545	444
RU:.d.	0.1254272173534999	3.7976226579185592	108
RU:.dp.	0.006348173843969714	0.09439376352081812	10
RU:.dy.	0.008644875608436995	0.37081597222222223	3
RU:.m.	0.004038059236223785	0.16828038391282443	4
RU:.p.	0.012870132504056248	0.22685611145808174	7
RU:.t.	0.00023970787781039948	0.011836734693877554	2
RU:.y.	0.00128823388017547	0.039999999999999994	2
SA:..	0.016987393512616605	0.4380028483782285	556
SA:.d.	0.0034229323688630305	0.06454605825477171	2
SA:.m.	0.003086390169559758	0.1875	1
SA:.p.	0.01068255231047935	0.18595679012345678	7
SAG:..	0.20235704158790174	2.231867283950617	101
SAG:.d.	0.060964083175803416	1.1062885802469136	6
SAG:.t.	0.12248936672967863	1.7706404320987654	16
SAG:.td.	0.0609640831758034	0.7862654320987654	7
SAG:.tt.	0.010751417769376177	0.0	1
SAR:..	0.21296296296296297	1.564320987654321	44
SAR:.m.	0.1416323731138546	1.367283950617284	13
SAR:.p.	0.12620027434842246	0.9809876543209877	9
SI:..	0.007402237747700258	0.15985505810092013	647
SI:.d.	0.007402237747700258	0.15985505810092016	5
SIG:..	0.1983471074380165	0.4722222222222222	11
SIG:.d.	0.1983471074380165	0.4722222222222222	5
SIG₄:..	0.15234375	0.25	24
SIG₄:.p.	0.15234375	0.25	3
SIK₂:..	0.22222222222222224	0.0	1
SIK₂:.m.	0.22222222222222224	0.0	1
SIK₂:.t.	0.22222222222222224	0.0	1
SILA₃:..	0.16004488768958658	4.144037186633913	229
SILA₃:.d.	0.15478552228361625	3.9531358260896954	64
SILA₃:.dp.	0.004608196159122085	0.03443877551020409	1
SILA₃:.t.	0.004608196159122085	0.1875	1
SU:..	0.21274513279330665	4.619650289551233	245
SU:.d.	0.00981730448723036	0.5248881574906328	5
SU:.m.	0.0009920477452738845	0.022500000000000003	1
SU:.p.	0.003968190981095537	0.1875	1
SU:.t.	0.19957012146191683	4.448059671019848	116
SU:.td.	0.003968190981095538	0.09000000000000001	1
SU:.y.	0.01832422413048117	0.5703626543209876	11
SUD:..	0.25	0.0	2
SUD:.p.	0.1875	0.0	1
SUD:.t.	0.1875	0.0	1
SUM:..	0.20632927650226757	2.2307496929981596	105
SUM:.m.	0.14494756235827663	2.0335602909215393	38
SUM:.p.	0.11532516652494329	1.4764040426881742	26
SUM:.pp.	0.008848852040816325	0.04986149584487535	2
SUR:..	0.004081564095673206	0.0	356
SUR:.p.	0.0040815640956732065	0.0	2
TA:..	0.16173859739408214	6.130495620354154	960
TA:..v	0.03578342474964241	1.4451158133520108	58
TA:.d.	0.008338174435040533	0.45717507094988863	16
TA:.dm.	7.312589730172147e-05	0.002653061224489797	1
TA:.dm.v	0.0005464467317718234	0.028796414399092966	5
TA:.dmy.	7.312589730172147e-05	0.002653061224489797	1
TA:.dp.	0.0020528921627822726	0.05881435599495207	4
TA:.m.	0.02076120797964961	0.7323960136773756	45
TA:.m.v	0.11405935259992897	4.05693871398133	309
TA:.mp.v	0.0033817000392091963	0.08702890830338615	6
TA:.my.v	7.312589730172147e-05	0.002653061224489797	1
TA:.p.	0.034587202506737066	1.0861352369036772	75
TA:.p.v	0.0030297491413118984	0.1315029849388315	8
TA:.pp.	0.00011425921453393983	0.0008678833564768895	1
TA:.t.	0.002052892162782273	0.18142343891203244	3
TAB:..	0.018511925952296192	0.0	62
TAB:.d.	0.018511925952296192	0.0	1
TAG:..	0.015621063240110858	0.0	79
TAG:.p.	0.015621063240110861	0.0	1
TAR:..	0.030581717451523546	0.12244897959183675	111
TAR:.t.	0.02060941828254848	0.0	3
TAR:.td.	0.010415512465373962	0.12244897959183676	1
TE:..	0.0235245752910812	0.676804903628118	728
TE:.p.	0.018302919460469597	0.6002831490929705	20
TE:.t.	0.005494337779677057	0.08672583616780043	3
TI:..	0.2006185320009523	5.77983513063902	279
TI:.d.	0.0069225156021380145	0.36300047632465215	7
TI:.dt.	0.005434620323091164	0.22222222222222224	2
TI:.p.	0.00017029845620950167	0.0076530612244897975	1
TI:.t.	0.20467465538095816	6.027734214664477	452
TU:..	0.09205711478491178	2.2154996398731774	344
TU:.d.	0.0060387030629245175	0.0846559271856891	4
TU:.m.	0.007781622452902729	0.11879566641471404	2
TU:.p.	0.0039061899269511734	0.109375	1
TU:.t.	0.05522555427399719	1.499566266896853	25
TU:.tm.	0.0009765474817377933	0.022500000000000003	1
TU:.tp.	0.024588833354692637	0.8537005330719719	10
TU:.tt.	0.0019454056132256826	0.06164930555555556	2
TUG₂:..	0.11111111111111113	0.22222222222222224	54
TUG₂:.m.	0.11111111111111113	0.22222222222222224	2
TUK:..	0.19555555555555554	0.22222222222222224	12
TUK:.d.	0.06222222222222222	0.22222222222222224	1
TUK:.t.	0.16000000000000003	0.22222222222222224	3
TUR:..	0.0016339162049861492	0.0625	306
TUR:.m.	0.0016339162049861494	0.0625	1
UB:..	0.11503706921194974	2.295082864240738	215
UB:.d.	0.06956463630592401	1.248811090379678	18
UB:.m.	0.04049955264496345	0.9352026643990929	10
UB:.p.	0.01704032877810819	0.2033884297520662	3
UD:..	0.002016120803999592	0.25	1159
UD:.y.	0.002016120803999592	0.25	2
UM:..	0.22390481341265547	1.6540532879818595	30
UM:.d.	0.16684694429421312	1.3632369614512472	13
UM:.y.	0.13818280151433207	0.6763038548752834	9
UN:..	0.029602004545189676	0.595763888888889	196
UN:.d.	0.029602004545189672	0.595763888888889	5
UR:..	0.003906189926951173	0.06632653061224489	362
UR:.d.	0.0039061899269511734	0.06632653061224489	1
URI:..	0.19950020824656395	1.1559222647392289	27
URI:.d.	0.16935443565181174	1.110012243323255	16
URI:.dd.	0.08142440649729278	0.29378858024691357	8
URI:.dm.	0.09442732194918783	0.6806788548752835	7
URI:.dp.	0.04331528529779259	0.2806122448979592	3
URI:.dpm.	0.019991670137442734	0.25	1
URI:.m.	0.06476468138275719	0.3333333333333333	6
URI:.p.	0.01999167013744273	0.0	1
URI:.t.	0.01999167013744273	0.25	1
URI:.tm.	0.01999167013744273	0.25	1
URU:..	0.02438546542767962	0.5136606856545726	1165
URU:.d.	0.018342733874163155	0.3609087368738359	62
URU:.dy.	0.0020833242532938756	0.01785123966942149	1
URU:.y.	0.004301430190961704	0.13996540914192432	6
URUDA:..	0.02469135802469136	0.0625	12
URUDA:.d.	0.024691358024691357	0.0625	1
UŠ:..	0.0315453686200378	0.4097222222222222	106
UŠ:.d.	0.0315453686200378	0.4097222222222222	3
U₂:..	0.14695929799157606	5.221014857128788	1307
U₂:.d.	0.0026421581708389696	0.06415876949967364	8
U₂:.dm.	0.00976633245961734	0.5608933367276769	16
U₂:.m.	0.12439277787630788	4.387197806639997	326
U₂:.mp.	0.0006342922261192004	0.005933888739586133	4
U₂:.p.	0.02253883612440166	1.0368797680714048	38
U₂:.pd.	0.0017152608023051216	0.08264462809917354	1
U₂:.pm.	0.0010447706359422093	0.03240387797150573	3
ZAG:..	0.10570987654320989	0.05555555555555555	17
ZAG:.m.	0.1057098765432099	0.05555555555555556	3
ZE₂:..	0.007245990729394213	0.16	192
ZE₂:.p.	0.007245990729394213	0.16000000000000006	1
ZI:..	0.014246990660448863	0.16000000000000006	120
ZI:.p.	0.014246990660448863	0.16000000000000006	3
ZIG:..	0.1728395061728395	0.0	8
ZIG:.m.	0.09876543209876543	0.0	1
ZIG:.p.	0.09876543209876541	0.0	2
ZU:..	0.20052876141643966	2.2212868480725625	72
ZU:.d.	0.012497997115846822	0.25	1
