combined	var_all	var_sender	ccount
ZU:.t.	0.19492068578753402	1.9712868480725625	32
ZUM:..	0.010883416727572573	0.20627540957211288	221
ZUM:.d.	0.009361940368433873	0.15071985401655735	4
ZUM:.p.	0.0016128352167313208	0.05555555555555556	1
|A.LAGAB×HAL|:..	0.11862056213017752	0.78	62
|A.LAGAB×HAL|:.d.	0.0047152366863905315	0.040000000000000015	3
|A.LAGAB×HAL|:.t.	0.1164940828402367	0.74	9
|AB×HA|:..	0.1301775147928994	0.25	12
|AB×HA|:.m.	0.1301775147928994	0.25	2
|AŠ@z&AŠ@z&AŠ@z&AŠ@z|:..	0.19135802469135804	0.75	22
|AŠ@z&AŠ@z&AŠ@z&AŠ@z|:.m.	0.10356652949245541	0.3125	6
|AŠ@z&AŠ@z&AŠ@z&AŠ@z|:.p.	0.1262002743484225	0.4375	4
|EN×GAN₂@t|:..	0.2448979591836735	0.0	4
|EN×GAN₂@t|:.p.	0.12244897959183676	0.0	2
|EN×GAN₂@t|:.ppmm.	0.12244897959183676	0.0	1
|EN×GAN₂@t|:.t.	0.12244897959183676	0.0	1
|EZEN×BAD|:..	0.21241001147106525	3.3384342327222365	88
|EZEN×BAD|:.d.	0.02067016731933072	0.4444444444444445	3
|EZEN×BAD|:.m.	0.06167675329298682	0.907171201814059	11
|EZEN×BAD|:.p.	0.17323348067718844	2.602490841559065	38
|EZEN×BAD|:.pp.	0.00934496262014952	0.0	1
|EZEN×BAD|:.t.	0.005256541473834105	0.03994082840236686	3
|GA₂×NUN&NUN|:..	0.14188034188034188	0.7622222222222222	34
|GA₂×NUN&NUN|:.dm.	0.04474852071005918	0.2847222222222222	3
|GA₂×NUN&NUN|:.m.	0.09816732412886259	0.35250000000000004	15
|GI%GI|:..	0.0625	0.0	2
|GI%GI|:.d.	0.0625	0.0	1
|GUD×KUR|:..	0.04725008109861591	1.0784876543209878	165
|GUD×KUR|:.d.	0.011323394247404845	0.16000000000000003	4
|GUD×KUR|:.p.	0.030155168685121105	0.8197222222222222	7
|GUD×KUR|:.y.	0.0072988754325259515	0.09876543209876543	1
|HI×AŠ₂|:..	0.016206206747404844	0.04000000000000001	177
|HI×AŠ₂|:.p.	0.009069528546712804	0.040000000000000015	2
|HI×AŠ₂|:.y.	0.0072988754325259515	0.0	1
|HI×BAD|:..	0.015854275594535335	0.16666666666666666	94
|HI×BAD|:.p.	0.015854275594535335	0.16666666666666666	2
|HI×NUN|:..	0.00662892533991387	0.17777777777777778	232
|HI×NUN|:.p.	0.00662892533991387	0.1777777777777778	2
|HI×ŠE|:..	0.0	0.0	84
|HU.HI|:..	0.0763888888888889	0.0	12
|HU.HI|:.d.	0.07638888888888887	0.0	1
|I.A|:..	0.00018580401230671012	0.006151480199923108	1591
|I.A|:.d.	0.00018580401230671	0.0061514801999231076	1
|IGI.DIB|:..	0.011308938460742197	0.29074367669294343	217
|IGI.DIB|:.d.	0.010584338284767871	0.2660523186682521	3
|IGI.DIB|:.m.	0.0007936097165433121	0.024691358024691357	1
|KAL×BAD|:..	0.0007790858725761773	0.001708984375	37
|KAL×BAD|:.m.	0.0007790858725761772	0.001708984375	1
|KA×A|:..	0.09504132231404959	0.3055555555555556	11
|KA×A|:.d.	0.020661157024793386	0.05555555555555556	1
|KA×A|:.t.	0.08264462809917354	0.25	1
|KA×SA|:..	0.25	0.25	1
|KA×SA|:.m.	0.25	0.25	1
|LAGAB×(U.U.U)|:..	0.22222222222222224	0.0	6
|LAGAB×(U.U.U)|:.m.	0.22222222222222224	0.0	1
|LAGAB×SUM|:..	0.1902434842249657	0.9583333333333334	29
|LAGAB×SUM|:.d.	0.006751543209876542	0.05555555555555556	1
|LAGAB×SUM|:.m.	0.16227280521262002	0.9027777777777778	10
|LAGAB×SUM|:.t.	0.027006172839506168	0.0	1
|ME.U.U.U|:..	0.17421492622885848	6.561688617939867	1434
|ME.U.U.U|:.d.	0.004384757955287149	0.17192301983805494	8
|ME.U.U.U|:.dm.	0.0009701367461797246	0.07333333333333333	3
|ME.U.U.U|:.dp.	0.001592352637429444	0.07100591715976333	1
|ME.U.U.U|:.m.	0.15837488048152337	5.7720738619046985	587
|ME.U.U.U|:.mm.	0.003972071095921392	0.3176782508339932	15
|ME.U.U.U|:.p.	0.002392344951494814	0.059686004895565345	19
|ME.U.U.U|:.pp.	4.423201770637343e-05	0.003401360544217687	1
|ME.U.U.U|:.t.	0.03196541097950381	1.1762226194184207	56
|ME.U.U.U|:.tm.	0.0037412386241996148	0.2645567792347983	7
|ME.U.U.U|:.tp.	6.007075427036814e-05	0.0040646258503401365	2
|ME.U.U.U|:.y.	0.0028870665438910214	0.06438791740425737	6
|MU&MU|:..	0.21000000000000002	1.2222222222222223	18
|MU&MU|:.d.	0.09000000000000001	0.4722222222222222	2
|MU&MU|:.m.	0.09000000000000001	0.5	2
|MU&MU|:.p.	0.0475	0.22222222222222224	1
|MU&MU|:.pm.	0.047499999999999994	0.25	1
|NINDA₂×ŠE|:..	0.171875	0.0	8
|NINDA₂×ŠE|:.d.	0.046875	0.0	2
|NINDA₂×ŠE|:.m.	0.1875	0.0	2
|PA.IB|:..	0.00022044444444444433	0.005208333333333331	181
|PA.IB|:.m.	0.00022044444444444447	0.005208333333333334	1
|PA.LU|:..	0.12244897959183675	0.4375	16
|PA.LU|:.m.	0.06632653061224489	0.25	1
|PA.LU|:.mm.	0.0663265306122449	0.1875	2
|PIRIG×UD|:..	0.21999149305555551	3.720594135802469	64
|PIRIG×UD|:.d.	0.16496479552469137	2.5711033950617286	51
|PIRIG×UD|:.dp.	0.0731172839506173	1.2668750000000002	20
|PIRIG×UD|:.dt.	0.03993055555555556	0.625	5
|PIRIG×UD|:.dtp.	0.008263888888888892	0.16000000000000003	1
|PIRIG×UD|:.p.	0.024374999999999994	0.5422222222222223	5
|PIRIG×UD|:.td.	0.12888858024691358	2.3408256172839508	30
|PIRIG×UD|:.tdp.	0.04814043209876544	0.9861111111111112	11
|PIRIG×ZA|:..	0.2273673257023933	2.111527777777778	28
|PIRIG×ZA|:.d.	0.16707856399583768	1.2302777777777778	17
|PIRIG×ZA|:.dm.	0.015868886576482832	0.1875	1
|PIRIG×ZA|:.dp.	0.07414151925078043	0.9097222222222222	6
|PIRIG×ZA|:.dt.	0.031217481789802295	0.22222222222222224	2
|PIRIG×ZA|:.t.	0.01586888657648283	0.25	1
|PIRIG×ZA|:.td.	0.11765088449531738	0.86625	12
|PIRIG×ZA|:.tdp.	0.03798126951092612	0.125	4
|SI.A|:..	0.2021484375	0.25	8
|SI.A|:.d.	0.0615234375	0.0	3
|SI.A|:.m.	0.1875	0.25	2
|TE.A|:..	0.018175582990397805	0.0	63
|TE.A|:.p.	0.018175582990397805	0.0	1
|TUM.ŠU₂|:..	0.25	0.0	1
|TUM.ŠU₂|:.d.	0.25	0.0	1
|U.KA|:..	0.012683116783397046	0.21005917159763313	769
|U.KA|:.d.	0.012683116783397043	0.21005917159763313	9
|U.TUG₂|:..	0.04209004693472686	0.35533950617283955	108
|U.TUG₂|:.d.	0.0020423057692617857	0.02700617283950617	2
|U.TUG₂|:.m.	0.00587893743649296	0.10250000000000001	2
|U.TUG₂|:.y.	0.03587038918727117	0.2675	4
|UD×(U.U.U)|:..	0.22035988874716553	1.872752700617284	46
|UD×(U.U.U)|:.d.	0.001096141581632653	0.0	1
|UD×(U.U.U)|:.m.	0.21849312641723356	1.872752700617284	39
|URU×MIN|:..	0.2040816326530612	0.0	11
|URU×MIN|:.dp.	0.06632653061224489	0.0	1
|URU×MIN|:.m.	0.12244897959183677	0.0	2
|URU×MIN|:.p.	0.0663265306122449	0.0	1
|ZA.GUL|:.t.	0.0	0.0	1
|ŠE.HU|:..	0.14668367346938774	0.6322222222222222	29
|ŠE.HU|:.d.	0.034438775510204085	0.22222222222222224	1
|ŠE.HU|:.p.	0.06632653061224489	0.25	2
|ŠE.HU|:.t.	0.034438775510204085	0.16000000000000006	1
|ŠE.HU|:p..	0.034438775510204085	0.0	1
ŠA:..	0.17209216328711924	5.217477770714296	1082
ŠA:.d.	0.06628052477574549	1.9142063685184154	263
ŠA:.dd.	0.0018803052333324422	0.06980784368430147	8
ŠA:.ddm.	0.00015627410787101323	0.002177777777777777	1
ŠA:.dm.	0.0762703698532794	2.6706203629689313	291
ŠA:.dp.	0.0002509841521743922	0.030970790962373453	3
ŠA:.dt.	0.002146141368668078	0.10935976585581403	8
ŠA:.dtm.	0.0023540060393660864	0.12641471403376167	9
ŠA:.dty.	2.197604641936124e-05	0.0006779442148760333	1
ŠA:.dy.	0.016068725366082278	0.4603275736992209	60
ŠA:.dym.	0.008867687738323526	0.4554992325877684	23
ŠA:.m.	0.03892480134130937	1.4357666351548966	157
ŠA:.md.	2.197604641936124e-05	0.00018598490346929885	2
ŠA:.mm.	0.00171592937909145	0.15908093278463653	3
ŠA:.p.	0.011465300991944576	0.3963852878969151	48
ŠA:.t.	0.0037637664265269687	0.13990267119491584	17
ŠA:.td.	0.0007722405442041918	0.019633251883034143	8
ŠA:.tdm.	0.0009753906852696774	0.08159722222222222	4
ŠA:.tdym.	0.001406466970839119	0.036982248520710054	1
ŠA:.tm.	0.0015177852718816812	0.13076902469135798	11
ŠA:.tp.	0.00011235865899623093	0.003305785123966941	2
ŠA:.ty.	0.006538548924330693	0.1876268963145941	19
ŠA:.tyd.	0.0014064669708391195	0.021728395061728398	1
ŠA:.tym.	0.008098648857149155	0.3327059135802469	25
ŠA:.y.	0.026721368008895463	0.8292167485102061	110
ŠA:.yd.	0.03696478984067052	1.3924199328483702	124
ŠA:.ydm.	0.03439538532445707	1.494790964341246	89
ŠA:.ydp.	0.002542774251140647	0.05156648556269769	5
ŠA:.ym.	0.0109202630943272	0.7046897969694164	28
ŠA:.yp.	8.790418567744494e-05	0.0023113905325443784	1
ŠA:.yy.	0.0014064669708391195	0.05859375	2
ŠA₃:..	0.010399259771649356	0.23548754741697112	617
ŠA₃:.p.	0.010399259771649356	0.2354875474169711	20
ŠE:..	0.030782594568649662	0.8105191718624121	412
ŠE:.m.	8.066340670811027e-05	0.0007547397657287764	1
ŠE:.p.	0.030742048619859467	0.8097644320966833	14
ŠEŠ:..	0.03761869978086195	0.3402777777777778	66
ŠEŠ:.m.	0.02629656683710738	0.22222222222222224	1
ŠEŠ:.p.	0.012783053323593866	0.11805555555555555	2
ŠID:..	0.06019377447948876	0.8279828337585035	196
ŠID:.d.	0.03141339180300219	0.4818239795918368	5
ŠID:.p.	0.010232192050373868	0.13532552083333332	4
ŠID:.y.	0.021799628942486084	0.3041666666666667	5
ŠIM:..	0.12131001297577856	2.3189512471655327	130
ŠIM:.d.	0.01620620674740484	0.2359637188208617	3
ŠIM:.p.	0.02157223183391003	0.2953514739229025	3
ŠIM:.t.	0.08923010380622838	1.765187074829932	17
ŠU:..	0.004903760000268463	0.16966363690104977	769
ŠU:.d.	0.0038192789851181686	0.1394084286530864	5
ŠU:.m.	0.0011229328304115547	0.03060146863577505	4
ŠU₂:..	0.024092697676763284	1.2009177607442054	1677
ŠU₂:.d.	0.024013961526397447	1.1984627911261496	43
ŠU₂:.t.	1.2672301523906922e-05	0.00040690104166666663	1
