,class_type,feature_type,group,group_len,num_clusters,purity_class,purity_random,error_sub,error_div
54,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ša', 'ša₂', 'šu', 'šu₂']",10,60,0.19647058823529412,0.1776470588235294,0.01882352941176471,1.1059602649006623
55,senderloc,allpair,"['ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂']",6,60,0.2023529411764706,0.17411764705882352,0.02823529411764708,1.1621621621621623
56,senderloc,allpair,"['NA:..', 'NA:.t.', 'ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂']",8,60,0.2223529411764706,0.16941176470588235,0.05294117647058824,1.3125
57,senderloc,allpair,"['NI:..', 'NI:.d.', 'ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂']",8,60,0.1988235294117647,0.17058823529411765,0.028235294117647053,1.1655172413793102
58,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂']",10,60,0.22,0.17529411764705882,0.04470588235294118,1.25503355704698
59,senderloc,allpair,"['|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂']",8,60,0.19647058823529412,0.17176470588235293,0.02470588235294119,1.1438356164383563
60,senderloc,allpair,"['NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂']",10,60,0.2223529411764706,0.17058823529411765,0.051764705882352935,1.303448275862069
61,senderloc,allpair,"['NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂']",10,60,0.2011764705882353,0.16941176470588235,0.031764705882352945,1.1875
62,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'ša', 'ša₂', 'šu', 'šu₂']",12,60,0.21529411764705883,0.17411764705882352,0.041176470588235314,1.2364864864864866
63,senderloc,allpair,"['u', 'u₂']",2,60,0.17647058823529413,0.16823529411764707,0.008235294117647063,1.048951048951049
64,senderloc,allpair,"['NA:..', 'NA:.t.', 'u', 'u₂']",4,60,0.19058823529411764,0.17647058823529413,0.014117647058823513,1.0799999999999998
65,senderloc,allpair,"['NI:..', 'NI:.d.', 'u', 'u₂']",4,60,0.1811764705882353,0.17647058823529413,0.004705882352941171,1.0266666666666666
66,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'u', 'u₂']",6,60,0.19176470588235295,0.16823529411764707,0.023529411764705882,1.1398601398601398
67,senderloc,allpair,"['|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'u', 'u₂']",4,60,0.17294117647058824,0.17411764705882352,-0.0011764705882352788,0.9932432432432433
68,senderloc,allpair,"['NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'u', 'u₂']",6,60,0.19176470588235295,0.17882352941176471,0.012941176470588234,1.0723684210526316
69,senderloc,allpair,"['NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'u', 'u₂']",6,60,0.17176470588235293,0.1811764705882353,-0.00941176470588237,0.9480519480519479
70,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'u', 'u₂']",8,60,0.19647058823529412,0.17294117647058824,0.023529411764705882,1.1360544217687074
71,senderloc,allpair,"['ia', 'ia₂', 'u', 'u₂']",4,60,0.2,0.1588235294117647,0.041176470588235314,1.2592592592592593
72,senderloc,allpair,"['NA:..', 'NA:.t.', 'ia', 'ia₂', 'u', 'u₂']",6,60,0.20352941176470588,0.17411764705882352,0.02941176470588236,1.1689189189189189
73,senderloc,allpair,"['NI:..', 'NI:.d.', 'ia', 'ia₂', 'u', 'u₂']",6,60,0.20470588235294118,0.17294117647058824,0.031764705882352945,1.183673469387755
74,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'ia', 'ia₂', 'u', 'u₂']",8,60,0.21411764705882352,0.16941176470588235,0.04470588235294118,1.2638888888888888
75,senderloc,allpair,"['|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'u', 'u₂']",6,60,0.18941176470588236,0.17647058823529413,0.012941176470588234,1.0733333333333333
76,senderloc,allpair,"['NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'u', 'u₂']",8,60,0.20470588235294118,0.17411764705882352,0.030588235294117666,1.1756756756756759
77,senderloc,allpair,"['NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'u', 'u₂']",8,60,0.18705882352941178,0.17647058823529413,0.010588235294117648,1.06
78,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'u', 'u₂']",10,60,0.2011764705882353,0.17647058823529413,0.02470588235294116,1.14
79,senderloc,allpair,"['ša', 'ša₂', 'u', 'u₂']",4,60,0.18823529411764706,0.17294117647058824,0.01529411764705882,1.0884353741496597
80,senderloc,allpair,"['NA:..', 'NA:.t.', 'ša', 'ša₂', 'u', 'u₂']",6,60,0.2011764705882353,0.16941176470588235,0.031764705882352945,1.1875
81,senderloc,allpair,"['NI:..', 'NI:.d.', 'ša', 'ša₂', 'u', 'u₂']",6,60,0.18941176470588236,0.16823529411764707,0.021176470588235297,1.1258741258741258
82,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'ša', 'ša₂', 'u', 'u₂']",8,60,0.1976470588235294,0.17411764705882352,0.023529411764705882,1.135135135135135
83,senderloc,allpair,"['|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ša', 'ša₂', 'u', 'u₂']",6,60,0.19294117647058823,0.1623529411764706,0.03058823529411764,1.1884057971014492
84,senderloc,allpair,"['NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ša', 'ša₂', 'u', 'u₂']",8,60,0.20470588235294118,0.1635294117647059,0.04117647058823529,1.2517985611510791
85,senderloc,allpair,"['NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ša', 'ša₂', 'u', 'u₂']",8,60,0.18941176470588236,0.17294117647058824,0.016470588235294126,1.0952380952380953
