,aš,aš₂,ia,ia₂,li,li₂,ša,ša₂,šu,šu₂,tu,tu₂,u,u₂,Sin[1]DN:Sin:30,Sin[1]DN:Sin:{d}30,ana[to]PRP:ana:a-na,ana[to]PRP:ana:ana,libbu[interior]N:libbi:ŠA₃,libbu[interior]N:libbi:ŠA₃-bi,lā[not]MOD:lā:la,lā[not]MOD:lā:NU,lū[may]MOD:lū:lu,lū[may]MOD:lū:lu-u,muhhu[skull]N:muhhi:UGU,muhhu[skull]N:muhhi:UGU-hi,u[and]CNJ:u:u,u[and]CNJ:u:u₃,ša[of]DET:ša:ša,ša[of]DET:ša:ša₂,šulmu[completeness]N:šulmu:DI-mu,šulmu[completeness]N:šulmu:šul-mu,šarru[king]N:šarru:LUGAL,šarru[king]N:šarru:MAN,ancient_author,designation
P333955,0.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,Adad-šumu-uṣur,SAA 10 191
P333956,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Adad-šumu-uṣur,SAA 10 210
P333957,0.0,0.0,4.0,2.0,1.0,4.0,1.0,11.0,2.0,1.0,5.0,0.0,6.0,6.0,0.0,0.0,7.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,1.0,2.0,0.0,Adad-šumu-uṣur,SAA 10 196
P333958,2.0,1.0,9.0,3.0,1.0,15.0,14.0,10.0,3.0,12.0,9.0,0.0,8.0,12.0,0.0,2.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,6.0,9.0,5.0,1.0,0.0,7.0,0.0,Adad-šumu-uṣur,SAA 10 228
P333959,3.0,0.0,7.0,1.0,5.0,5.0,3.0,3.0,1.0,2.0,0.0,1.0,4.0,3.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,Adad-šumu-uṣur,SAA 10 197
P333960,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Adad-šumu-uṣur,SAA 10 229
P333961,1.0,0.0,2.0,5.0,4.0,10.0,3.0,9.0,1.0,10.0,0.0,0.0,11.0,2.0,0.0,0.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,1.0,7.0,2.0,0.0,3.0,0.0,Adad-šumu-uṣur,SAA 10 218
P333962,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Adad-šumu-uṣur to the Crown Prince,SAA 10 186
P333963,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,"Adad-šumu-uṣur, Marduk-šakin-šumi",SAA 10 256
P333964,0.0,0.0,4.0,2.0,3.0,6.0,1.0,5.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,Adad-šumu-uṣur,SAA 10 194
P333965,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adad-šumu-uṣur,SAA 10 204
P333966,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"Adad-šumu-uṣur, Marduk-šakin-šumi",SAA 10 231
P333967,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"Adad-šumu-uṣur, Marduk-šakin-šumi",SAA 10 209
P333968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,"Adad-šumu-uṣur, Urad-Ea, Issar-šumu-ereš, Akkullanu",SAA 10 232
P333969,0.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,Marduk-šakin-šumi,SAA 10 257
P333970,0.0,3.0,2.0,2.0,2.0,3.0,7.0,6.0,3.0,5.0,0.0,1.0,5.0,3.0,0.0,0.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,5.0,0.0,Marduk-šakin-šumi,SAA 10 255
P333971,1.0,1.0,3.0,3.0,2.0,3.0,5.0,0.0,4.0,1.0,0.0,2.0,4.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,Marduk-šakin-šumi,SAA 10 241
P333972,0.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Marduk-šakin-šumi,SAA 10 260
P333973,0.0,0.0,2.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Marduk-šakin-šumi,SAA 10 264
P333974,0.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,Marduk-šakin-šumi,SAA 10 263
P333975,0.0,6.0,4.0,3.0,2.0,4.0,16.0,2.0,2.0,7.0,3.0,1.0,9.0,9.0,1.0,3.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,5.0,3.0,5.0,0.0,2.0,0.0,2.0,0.0,Marduk-šakin-šumi,SAA 10 240
P333976,0.0,2.0,3.0,0.0,1.0,2.0,6.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0,Marduk-šakin-šumi,SAA 10 238
P333977,0.0,0.0,2.0,2.0,0.0,3.0,5.0,0.0,2.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,Marduk-šakin-šumi,SAA 10 261
P333978,0.0,0.0,4.0,0.0,1.0,5.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,Marduk-šakin-šumi,SAA 10 234
P333979,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Urad-Ea,SAA 10 344
P333980,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,Urad-Ea,SAA 10 343
P333981,0.0,1.0,4.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Urad-Ea,SAA 10 339
P333983,0.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Issar-šumu-ereš,SAA 10 015
P333984,0.0,1.0,0.0,0.0,2.0,0.0,10.0,1.0,1.0,4.0,2.0,1.0,6.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,"Issar-šumu-ereš, Adad-šumu-uṣur, Marduk-šakin-šumi",SAA 10 024
P333985,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Issar-šumu-ereš,SAA 10 007
P333986,0.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Issar-šumu-ereš,SAA 10 010
P333987,0.0,0.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,Issar-šumu-ereš,SAA 10 018
P333988,0.0,0.0,6.0,0.0,1.0,1.0,7.0,4.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,Issar-šumu-ereš,SAA 10 013
P333989,0.0,0.0,5.0,1.0,2.0,0.0,2.0,4.0,1.0,2.0,1.0,1.0,7.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,Issar-šumu-ereš,SAA 10 023
P333990,0.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Issar-šumu-ereš,SAA 10 026
P333991,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Issar-šumu-ereš,SAA 10 034
P333992,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Issar-šumu-ereš,SAA 10 035
P333993,0.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,Issar-šumu-ereš,SAA 10 028
P333994,4.0,1.0,1.0,5.0,3.0,5.0,5.0,2.0,0.0,3.0,2.0,0.0,8.0,7.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,Akkullanu,SAA 10 098
P333995,3.0,1.0,1.0,3.0,3.0,2.0,13.0,3.0,3.0,13.0,2.0,3.0,16.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0,Akkullanu,SAA 10 096
P333996,0.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,Akkullanu,SAA 10 091
P333997,0.0,3.0,0.0,5.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,Akkullanu,SAA 10 092
P333998,2.0,4.0,1.0,8.0,2.0,6.0,15.0,2.0,5.0,11.0,4.0,2.0,16.0,7.0,0.0,0.0,8.0,1.0,5.0,1.0,5.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,14.0,0.0,3.0,1.0,9.0,0.0,Akkullanu,SAA 10 090
P333999,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,Akkullanu,SAA 10 093
P334000,0.0,1.0,3.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,Akkullanu,SAA 10 099
P334001,0.0,3.0,1.0,3.0,1.0,2.0,16.0,1.0,2.0,9.0,3.0,0.0,10.0,4.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,3.0,1.0,0.0,3.0,10.0,0.0,1.0,0.0,5.0,0.0,Akkullanu,SAA 10 095
P334002,0.0,2.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0,6.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,Akkullanu,SAA 10 094
P334003,0.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,Nabu-nadin-šumi,SAA 10 278
P334004,0.0,0.0,3.0,1.0,2.0,3.0,5.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,Nabu-nadin-šumi,SAA 10 279
P334005,0.0,0.0,4.0,0.0,1.0,5.0,8.0,2.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,5.0,0.0,Nabu-nadin-šumi,SAA 10 276
P334006,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Nabu-nadin-šumi,SAA 10 280
P334007,0.0,3.0,3.0,0.0,1.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,Nabu-nadin-šumi,SAA 10 274
P334008,1.0,3.0,5.0,0.0,3.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,6.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,Nabu-nadin-šumi,SAA 10 273
P334009,3.0,0.0,5.0,0.0,3.0,0.0,2.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,Nabu-nadin-šumi,SAA 10 284
P334010,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,Nabu-nadin-šumi,SAA 10 285
P334013,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,Nabu-šumu-iddina of Nineveh to the Palace Scribe,SAA 10 130
P334023,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Nabu-šumu-iddina of Nineveh,SAA 10 129
P334024,0.0,2.0,4.0,0.0,2.0,2.0,5.0,3.0,4.0,0.0,1.0,1.0,5.0,7.0,0.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,Balasi,SAA 10 042
P334025,1.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Balasi,SAA 10 059
P334026,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,"Balasi, Nabu-ahhe-eriba",SAA 10 053
P334027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,3.0,5.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,"Balasi, Nabu-ahhe-eriba",SAA 10 043
P334028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"Balasi, Nabu-ahhe-eriba",SAA 10 047
P334029,0.0,1.0,7.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,Nabu-ahhe-eriba,SAA 10 068
P334030,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Nabu-ahhe-eriba,SAA 10 080
P334031,2.0,0.0,9.0,0.0,9.0,3.0,7.0,3.0,4.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,3.0,0.0,Nabu-ahhe-eriba,SAA 10 074
P334032,0.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,Nabu-ahhe-eriba,SAA 10 077
P334057,0.0,1.0,4.0,0.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Urad-Nanaya,SAA 10 322
P334058,2.0,2.0,5.0,0.0,1.0,2.0,6.0,0.0,2.0,6.0,0.0,0.0,4.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,Urad-Nanaya,SAA 10 320
P334059,0.0,0.0,4.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,Urad-Nanaya,SAA 10 318
P334065,1.0,2.0,3.0,0.0,4.0,3.0,9.0,0.0,4.0,10.0,0.0,0.0,5.0,14.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,4.0,0.0,1.0,0.0,4.0,0.0,Urad-Gula,SAA 10 289
P334066,0.0,4.0,3.0,1.0,1.0,5.0,4.0,4.0,1.0,13.0,1.0,4.0,7.0,7.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,Urad-Gula,SAA 10 290
P334087,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 10 123
P334088,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Nabu’a of Assur,SAA 10 127
P334123,0.0,0.0,3.0,0.0,1.0,4.0,4.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,Nabu-naṣir,SAA 10 301
P334126,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Marduk-šumu-uṣur,SAA 10 176
P334128,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adad-šumu-uṣur,SAA 10 211
P334148,0.0,0.0,6.0,0.0,3.0,2.0,4.0,0.0,1.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,Bani,SAA 10 333
P334164,0.0,0.0,3.0,0.0,2.0,0.0,3.0,4.0,3.0,5.0,2.0,0.0,8.0,7.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,4.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,Nabu-zeru-lešir,SAA 10 002
P334183,0.0,1.0,2.0,2.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,Ikkaru,SAA 10 329
P334184,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Ikkaru,SAA 10 331
P334185,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Ikkaru,SAA 10 332
P334188,0.0,1.0,0.0,5.0,2.0,3.0,7.0,3.0,1.0,0.0,0.0,1.0,7.0,5.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,Mar-Issar,SAA 10 358
P334215,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Nabu-zeru-lešir, Adad-šumu-uṣur, Nabu-šumu-iddina, Urad-Ea, Issar-šumu-ereš",SAA 10 001
P334217,0.0,0.0,0.0,8.0,0.0,2.0,8.0,1.0,1.0,3.0,1.0,2.0,9.0,1.0,0.0,2.0,9.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,1.0,1.0,Mar-Issar,SAA 10 347
