	decel	diff	dist	group	group_len	k	sil_score
0	0.0	0.0	142.79161927176233	['ia', 'ia₂']	2	1	
1	0.0	-111.1784472886837	31.613171983078626	['ia', 'ia₂']	2	2	0.797723295797332
2	91.21984305130422	-19.958604237379472	11.654567745699154	['ia', 'ia₂']	2	3	0.8488631623464532
3	11.401832282681871	-8.5567719546976	3.097795791001554	['ia', 'ia₂']	2	4	0.913035278153073
4	6.9046908380392695	-1.6520811166583307	1.4457146743432234	['ia', 'ia₂']	2	5	0.9301527926784496
5	0.7887231591771691	-0.8633579574811616	0.5823567168620618	['ia', 'ia₂']	2	6	0.9484398149798026
6	0.5793956338857931	-0.28396232359536855	0.29839439326669326	['ia', 'ia₂']	2	7	0.9565115997561581
7	0.21640658292572873	-0.06755574066963982	0.23083865259705344	['ia', 'ia₂']	2	8	0.9576684042615802
8	0.007056091409485127	-0.06049964926015469	0.17033900333689875	['ia', 'ia₂']	2	9	0.9651083775863276
9	0.008045177047288632	-0.05245447221286606	0.11788453112403269	['ia', 'ia₂']	2	10	0.9743870321909143
10	0.01036822877577806	-0.042086243437088	0.07579828768694469	['ia', 'ia₂']	2	11	0.9759589363957667
11	0.003800548672588791	-0.03828569476449921	0.03751259292244548	['ia', 'ia₂']	2	12	0.9815463809222134
12	0.02936594167807945	-0.00891975308641976	0.02859283983602572	['ia', 'ia₂']	2	13	0.9832054526669547
13	0.0003761181482592191	-0.00854363493816054	0.02004920489786518	['ia', 'ia₂']	2	14	0.9853697607341191
14	0.0017728545484801128	-0.006770780389680427	0.013278424508184752	['ia', 'ia₂']	2	15	0.9855521882349969
15	0.0036205265630196853	-0.003150253826660742	0.01012817068152401	['ia', 'ia₂']	2	16	0.9883462145422384
16	0.0008354390118459377	-0.0023148148148148043	0.007813355866709205	['ia', 'ia₂']	2	17	0.9891932755282842
17	-0.0005934490824600798	-0.002908263897274884	0.004905091969434321	['ia', 'ia₂']	2	18	0.9902572878372142
18	0.0007749305639415506	-0.0021333333333333334	0.002771758636100988	['ia', 'ia₂']	2	19	0.9904535684479464
19	0.001091666666666665	-0.0010416666666666684	0.0017300919694343195	['ia', 'ia₂']	2	20	0.9905268597021801
20	0.0004579416962173118	-0.0005837249704493566	0.001146366998984963	['ia', 'ia₂']	2	21	0.9898918480261589
21	5.226238541534186e-05	-0.0005314625850340147	0.0006149044139509482	['ia', 'ia₂']	2	22	0.9901797655065053
22	0.00013698526747977255	-0.0003944773175542422	0.000220427096396706	['ia', 'ia₂']	2	23	0.9900624800579896
23	0.00027608062621824506	-0.00011839669133599715	0.00010203040506070885	['ia', 'ia₂']	2	24	0.991561234432817
24	1.6366286275288304e-05	-0.00010203040506070885	1.6242500329863278e-27	['ia', 'ia₂']	2	25	0.9905362633763003
25	0.00010203040506070885	-9.860761315262648e-32	1.624151425373175e-27	['ia', 'ia₂']	2	26	0.9905362633763003
26	9.860761315262648e-32	0.0	1.624151425373175e-27	['ia', 'ia₂']	2	27	0.9905362633763003
27	0.0	0.0	1.624151425373175e-27	['ia', 'ia₂']	2	28	0.9905362633763003
28	0.0	0.0	1.624151425373175e-27	['ia', 'ia₂']	2	29	0.9905362633763003
29	0.0	0.0	235.80165202258132	['li', 'li₂']	2	1	
30	0.0	-175.69535440543405	60.106297617147284	['li', 'li₂']	2	2	0.7277276473938672
31	124.59146411372541	-51.10389029170863	9.002407325438654	['li', 'li₂']	2	3	0.8587285672743156
32	45.95139178568641	-5.152498506022221	3.849908819416433	['li', 'li₂']	2	4	0.8713941428924895
33	3.447884892849993	-1.7046136131722278	2.145295206244205	['li', 'li₂']	2	5	0.8892728388667964
34	0.32029938396788227	-1.3843142292043455	0.7609809770398597	['li', 'li₂']	2	6	0.9235075621980969
35	1.0967068351714309	-0.2876073940329146	0.4733735830069451	['li', 'li₂']	2	7	0.9294600867780018
36	0.14952177532660182	-0.13808561870631275	0.33528796430063235	['li', 'li₂']	2	8	0.9267710276460626
37	0.05039194543997441	-0.08769367326633834	0.247594291034294	['li', 'li₂']	2	9	0.9382851298759166
38	0.013229289115041287	-0.07446438415129705	0.17312990688299695	['li', 'li₂']	2	10	0.9455938958800274
39	0.029732673680096078	-0.044731710471200975	0.12839819641179598	['li', 'li₂']	2	11	0.9480108110426887
40	0.009198588429789586	-0.03553312204141139	0.09286507437038459	['li', 'li₂']	2	12	0.963106249322772
41	-0.005213383374652623	-0.04074650541606401	0.05211856895432058	['li', 'li₂']	2	13	0.9683118955174052
42	0.02662437410279562	-0.014122131313268393	0.037996437641052185	['li', 'li₂']	2	14	0.9711179723421495
43	0.0066595795055235454	-0.007462551807744848	0.030533885833307337	['li', 'li₂']	2	15	0.9737472349939078
44	0.001244439562846894	-0.006218112244897954	0.024315773588409383	['li', 'li₂']	2	16	0.9776931035621551
45	-0.00014873078861174505	-0.006366843033509699	0.017948930554899684	['li', 'li₂']	2	17	0.9785750737141217
46	0.0008397024252002738	-0.005527140608309425	0.012421789946590258	['li', 'li₂']	2	18	0.9819639034673497
47	0.0015588866400554607	-0.0039682539682539646	0.008453535978336294	['li', 'li₂']	2	19	0.984658434034086
48	0.0017185697808535152	-0.0022496841874004494	0.006203851790935844	['li', 'li₂']	2	20	0.9851719359648269
49	0.0003862079765493938	-0.0018634762108510556	0.004340375580084789	['li', 'li₂']	2	21	0.9863290183347626
50	0.0010131360747966328	-0.0008503401360544227	0.003490035444030366	['li', 'li₂']	2	22	0.9876337126691362
51	4.99137325890831e-05	-0.0008004264034653396	0.0026896090405650265	['li', 'li₂']	2	23	0.9879479683917336
