	group	group_len	purity
115	['|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'šulmu[completeness]N:šulmu:DI-mu', 'šulmu[completeness]N:šulmu:šul-mu']	4	0.2044653349001175
116	['ŠA:..', 'ŠA:.dm.', 'ia', 'ia₂']	4	0.199764982373678
117	['ŠA:..', 'ŠA:.dm.', 'li', 'li₂']	4	0.18566392479435959
118	['ŠA:..', 'ŠA:.dm.', 'ša', 'ša₂']	4	0.18801410105757932
119	['ŠA:..', 'ŠA:.dm.', 'šu', 'šu₂']	4	0.1797884841363102
120	['ŠA:..', 'ŠA:.dm.', 'u', 'u₂']	4	0.2009400705052879
121	['ŠA:..', 'ŠA:.dm.', 'bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN']	4	0.1927144535840188
122	['ŠA:..', 'ŠA:.dm.', 'bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']	4	0.209165687426557
123	['ŠA:..', 'ŠA:.dm.', 'lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']	4	0.19036427732079905
124	['ŠA:..', 'ŠA:.dm.', 'lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']	4	0.18801410105757932
125	['ŠA:..', 'ŠA:.dm.', 'šulmu[completeness]N:šulmu:DI-mu', 'šulmu[completeness]N:šulmu:šul-mu']	4	0.199764982373678
126	['ia', 'ia₂', 'li', 'li₂']	4	0.19858989424206816
127	['ia', 'ia₂', 'ša', 'ša₂']	4	0.19858989424206816
128	['ia', 'ia₂', 'šu', 'šu₂']	4	0.19741480611045828
129	['ia', 'ia₂', 'u', 'u₂']	4	0.19858989424206816
130	['ia', 'ia₂', 'bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN']	4	0.19741480611045828
131	['ia', 'ia₂', 'bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']	4	0.209165687426557
132	['ia', 'ia₂', 'lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']	4	0.19623971797884843
133	['ia', 'ia₂', 'lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']	4	0.21386603995299647
134	['ia', 'ia₂', 'šulmu[completeness]N:šulmu:DI-mu', 'šulmu[completeness]N:šulmu:šul-mu']	4	0.23384253819036427
135	['li', 'li₂', 'ša', 'ša₂']	4	0.1927144535840188
136	['li', 'li₂', 'šu', 'šu₂']	4	0.18801410105757932
137	['li', 'li₂', 'u', 'u₂']	4	0.19623971797884843
138	['li', 'li₂', 'bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN']	4	0.19153936545240893
139	['li', 'li₂', 'bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']	4	0.2056404230317274
140	['li', 'li₂', 'lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']	4	0.18331374853113983
141	['li', 'li₂', 'lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']	4	0.19741480611045828
142	['li', 'li₂', 'šulmu[completeness]N:šulmu:DI-mu', 'šulmu[completeness]N:šulmu:šul-mu']	4	0.21856639247943596
143	['ša', 'ša₂', 'šu', 'šu₂']	4	0.19153936545240893
144	['ša', 'ša₂', 'u', 'u₂']	4	0.1927144535840188
145	['ša', 'ša₂', 'bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN']	4	0.19036427732079905
146	['ša', 'ša₂', 'bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']	4	0.21386603995299647
147	['ša', 'ša₂', 'lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']	4	0.1891891891891892
148	['ša', 'ša₂', 'lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']	4	0.19623971797884843
149	['ša', 'ša₂', 'šulmu[completeness]N:šulmu:DI-mu', 'šulmu[completeness]N:šulmu:šul-mu']	4	0.2009400705052879
150	['šu', 'šu₂', 'u', 'u₂']	4	0.18331374853113983
151	['šu', 'šu₂', 'bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN']	4	0.1844888366627497
152	['šu', 'šu₂', 'bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']	4	0.2044653349001175
153	['šu', 'šu₂', 'lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']	4	0.1809635722679201
154	['šu', 'šu₂', 'lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']	4	0.19388954171562867
155	['šu', 'šu₂', 'šulmu[completeness]N:šulmu:DI-mu', 'šulmu[completeness]N:šulmu:šul-mu']	4	0.19858989424206816
156	['u', 'u₂', 'bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN']	4	0.19506462984723855
157	['u', 'u₂', 'bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']	4	0.21386603995299647
158	['u', 'u₂', 'lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']	4	0.1797884841363102
159	['u', 'u₂', 'lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']	4	0.199764982373678
160	['u', 'u₂', 'šulmu[completeness]N:šulmu:DI-mu', 'šulmu[completeness]N:šulmu:šul-mu']	4	0.21034077555816685
161	['bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN', 'bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']	4	0.20681551116333724
162	['bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN', 'lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']	4	0.18801410105757932
163	['bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN', 'lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']	4	0.19506462984723855
164	['bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN', 'šulmu[completeness]N:šulmu:DI-mu', 'šulmu[completeness]N:šulmu:šul-mu']	4	0.21269095182138661
165	['bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia', 'lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']	4	0.19741480611045828
166	['bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia', 'lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']	4	0.20799059929494712
167	['bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia', 'šulmu[completeness]N:šulmu:DI-mu', 'šulmu[completeness]N:šulmu:šul-mu']	4	0.23619271445358403
168	['lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a', 'lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']	4	0.19388954171562867
169	['lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a', 'šulmu[completeness]N:šulmu:DI-mu', 'šulmu[completeness]N:šulmu:šul-mu']	4	0.21034077555816685
170	['lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u', 'šulmu[completeness]N:šulmu:DI-mu', 'šulmu[completeness]N:šulmu:šul-mu']	4	0.21151586368977673
171	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'LI:..', 'LI:.d.']	6	0.18801410105757932
172	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'NA:..', 'NA:.t.']	6	0.20681551116333724
173	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'NI:..', 'NI:.d.']	6	0.19858989424206816
174	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'RU:..', 'RU:.d.']	6	0.19506462984723855
175	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.']	6	0.18683901292596944
176	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'ŠA:..', 'ŠA:.dm.']	6	0.18683901292596944
177	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'ia', 'ia₂']	6	0.19506462984723855
178	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'li', 'li₂']	6	0.20681551116333724
179	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'ša', 'ša₂']	6	0.18566392479435959
180	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'šu', 'šu₂']	6	0.19036427732079905
181	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'u', 'u₂']	6	0.19623971797884843
182	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN']	6	0.21034077555816685
183	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']	6	0.21504112808460635
184	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']	6	0.18801410105757932
185	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']	6	0.21151586368977673
186	['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'šulmu[completeness]N:šulmu:DI-mu', 'šulmu[completeness]N:šulmu:šul-mu']	6	0.21151586368977673
187	['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.']	6	0.19153936545240893
188	['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'NI:..', 'NI:.d.']	6	0.18331374853113983
189	['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'RU:..', 'RU:.d.']	6	0.18566392479435959
190	['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.']	6	0.18566392479435959
191	['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'ŠA:..', 'ŠA:.dm.']	6	0.19153936545240893
192	['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'ia', 'ia₂']	6	0.18683901292596944
