str_part,b,form,a
ia,ia,{LU₂}DUMU-KIN-ia,2
ia,ia,{LU₂}EN-pi-qit-ta-te-ia,2
ia,ia,{LU₂}GAL-E₂-ia,2
ia,ia,{LU₂}GAL-da-a.a-li-ia,2
ia,ia,{LU₂}SAG-ia,2
ia,ia,{URU}ar-ia-u-a-te,2
ia,ia,AD-MEŠ-ia,1
ia,ia,AD-ia,1
ia,ia,EN.NUN-ia,1
ia,ia,E₂-ia,1
ia,ia,MU-MEŠ-ia,1
ia,ia,UGU-hi-ia-a-ni,1
ia,ia,UN-MEŠ-ia,1
ia,ia,URU-MEŠ-ia,1
ia,ia,URU-MEŠ-ni-ia,1
ia,ia,URU-ia,1
ia,ia,a-ši-ia-ṭa,1
ia,ia,du-un-qi-ia-ma,1
ia,ia,e-gir₂-ti-ia,1
ia,ia,e-mu-qi-ia,1
ia,ia,hi-iṭ-ṭi-ia,1
ia,ia,i-si-ia,1
ia,ia,ia-mu-tu₂,1
ia,ia,ia-mut-tu,1
ia,ia,il-ki-ia,1
ia,ia,is-si-ia,1
ia,ia,ka-ru-a-ni-ia,1
ia,ia,lib-ba-te-ia,1
ia,ia,ni-ši-ia-ṭa,1
ia,ia,pa-na-tu-ia,1
ia,ia,pu-tu₂-ia,1
ia,ia,qa-ti-ia,1
ia,ia,qar-ba-te-ia,1
ia,ia,ra-me-ni-ia,1
ia,ia,u₂-ba-ia,1
ia,ia,u₂-da-ia,1
ia,ia,u₂-sa-ga-li-ia,1
ia,ia,x+x-ia-ak,1
ia,ia,{1}10-KI-ia,1
ia,ia,{1}DINGIR-pi-ia-PAB,1
ia,ia,{1}ia-ʾi-i-ru,1
ia,ia,{ANŠE}KUR.RA-MEŠ-ia,1
ia,ia,{GIŠ}GIGIR-ia,1
ia,ia,{GIŠ}ZU-ia,1
ia,ia,{KUR}ia-su-bu-qi,1
ia,ia,{KUR}ia-u₂-da-a.a,1
ia,ia,{KUR}ia-u₂-du-a.a,1
ia,ia,{LU₂}03.U₅-ia,1
ia,ia,{LU₂}ARAD-ME-ia,1
ia,ia,{LU₂}ARAD-MEŠ-ia,1
ia,ia,{LU₂}ERIM-MEŠ-ia,1
ia,ia,{LU₂}NAGAR-MEŠ-ia,1
ia,ia,{LU₂}ki-na-ta-te-ia,1
ia,ia,{LU₂}qur-bu-te-ia,1
ia,ia,{URU}BAD₃-{1}ia-ki-ni,1
ia,ia,{URU}DUG₃.GA-ta-ia,1
ia,ia,{URU}ŠE-{1}DUMU-ia-ba,1
ia,ia₂,EN-ia₂,52
ia,ia₂,be-li₂-ia₂,33
ia,ia₂,{LU₂}A-šip-ri-ia₂,2
ia,ia₂,me-me-ni-ia₂-ma,1
il,il,il-la-ka,13
il,il,il-lu-ku,7
il,il,il-lik-u-ni,6
il,il,il-lak,5
il,il,il-lik-u₂-ni,4
il,il,ni-il-lak,4
il,il,il-li-ka,3
il,il,E₂-hi-il-la-na-ni,2
il,il,E₂-hi-il-la-na-te,2
il,il,E₂-hi-il-la-ni,2
il,il,il-ku,2
il,il,il-la-ku-u-ni,2
il,il,il-lak-u-ni,2
il,il,il-li-diš,2
il,il,il-li-ku-ni,2
il,il,meš-il,2
il,il,il-ki-ia,1
il,il,il-la-ak,1
il,il,il-la-kan-ni,1
il,il,il-la-ku-ni,1
il,il,il-lak-u₂-ni,1
il,il,il-li-kam-ma,1
il,il,il-li-ku,1
il,il,il-li-ku-ni-ni,1
il,il,il-li-ku-u-ni,1
il,il,il-lik-an-ni,1
il,il,il-x,1
il,il,ki-il,1
il,il,mi₃-il-ʾa-a-ni,1
il,il,ni-il-la-ka,1
il,il,ni-il-lik-u-ni,1
il,il,pi-il-ka-ku-nu,1
il,il,pi-il-ka-šu-nu,1
il,il,pi-il-ki-šu₂-nu,1
il,il,pi-il-ku,1
il,il,pil₂-il-ki-šu₂-nu,1
il,il,u₂-še-bi-il-an-ni,1
il,il,{KUR}il-la-ba-a-ni,1
il,il,{KUR}il-li-pa,1
il,il,{NA₄}mi₃-il-a-ni,1
il,il,{URU}il-hi-ni,1
il,il,še-bi-il,1
il,il₃,{URU}arba-il₃,8
il,il₃,{1}arba-il₃-a.a,2
il,il₃,{URU}kur-ba-il₃,1
in,in,{URU}hi-in-da-na,5
in,in,E₂-tu-ʾi-in-te,2
in,in,in-ta-tah,2
in,in,{1}aš-šur-MU-ki-in,2
in,in,{KUR}hi-in-za-ni,2
in,in,EN-in-ni,1
in,in,GAR-in,1
in,in,at-ti-di-in-šu,1
in,in,dul-li-in-ni,1
in,in,e-ṣi-in-tu,1
in,in,in-na-gu-ru,1
in,in,in-nu-te,1
in,in,in-ta-ra-ṣa,1
in,in,in-taš-ʾa,1
in,in,in-tu-ha,1
in,in,in-tu₂-nu-u,1
in,in,in-ṭi₂-u₂,1
in,in,ka-in,1
in,in,ka-ri-in-tu,1
in,in,ka-ri-in-tu-ma,1
in,in,ka-ri-in-tu-u₂,1
in,in,ki-in,1
in,in,li-in-tu-ha-aš₂-šu₂,1
in,in,li-in-tu-hu,1
in,in,li-in-tu-hu-ni,1
in,in,li-in-tu₂-hu,1
in,in,ma-ṣi-in,1
in,in,ni-in-ta-da-da,1
in,in,ni-in-tu-nu,1
in,in,si-mi₃-in,1
in,in,uk-ta-in,1
in,in,{1}aš-šur-MU-GIN-in,1
in,in,{LU₂}qi-in-nu,1
in,in,{URU}hi-in-za-ni,1
in,in,{URU}si-in-ni,1
in,in,{d}šu-ri-in-ni,1
in,in,ša-li-in-te,1
in,in₆,in₆-ni-du-u₂-a,4
i,i₃,{1}sa-i₃-li₂,2
kal,kal,{URU}kal-ha,18
kal,kal,kal-zi,3
kal,kal,kal,2
kal,kal,li-kal-ka,2
kal,kal,u₂-kal-lu-u₂-ni,2
kal,kal,{LU₂}GAL-kal-la-pa-ni,2
kal,kal,{LU₂}GAL-kal-li-e,2
kal,kal,{LU₂}kal-lap-ši-bir-tu₂,2
kal,kal,{URU}kal-hi,2
kal,kal,e-kal,1
kal,kal,kal-li-e,1
kal,kal,kal-li-i,1
kal,kal,kal-zi-a-ma,1
kal,kal,kal-zi-šu₂,1
kal,kal,ta-kal-la,1
kal,kal,tu₂-ša₂-kal,1
kal,kal,u₂-kal,1
kal,kal,u₂-kal-lim-na-ši,1
kal,kal,u₂-ša₂-kal-šu-nu,1
kal,kal,{LU₂}kal-la-pa-ni,1
kal,kal,{LU₂}kal-li-a-ni,1
kal,kal₃,{URU}kal₃-zi,2
kal,kal₃,{URU}kal₃-ha,1
lah,lah₂,{KUR}ha-lah₂-hi,1
lah,lah₂,{LU₂}lah₂-hi-ni,1
lah,lah₂,{LU₂}lah₂-hi-nu,1
lah,lah₃,a-pa-ta-lah₃,1
lah,lah₃,ap-ta-lah₃,1
lah,lah₃,pa-lah₃-ku,1
lah,lah₃,{KUR}ha-lah₃-hi,1
li,li,lil-li-ka,13
li,li,dul-li,7
li,li,be-li,6
li,li,i-li-ku-ni,5
li,li,li,5
li,li,meš-li,5
li,li,du₆-li,4
li,li,li-li-ka,4
li,li,lil-li-ku,4
li,li,{LU₂}GAL-da-a.a-li,4
li,li,ha-bul-li,3
li,li,li-ir-ʾu-u,3
li,li,ta-li-ka,3
li,li,u₂-ta-li,3
li,li,{1}a-mi-li-iʾ-ti,3
li,li,EN-ha-bu-li-šu₂-nu,2
li,li,du₆-li-ni,2
li,li,il-li-diš,2
li,li,il-li-ka,2
li,li,il-li-ku-ni,2
li,li,il-li-ku-ni-ni,2
li,li,li-di-na,2
li,li,li-ih-ru-ṣu,2
li,li,li-ir-ṣi-pu,2
li,li,li-kal-ka,2
li,li,li-li-ku-u-ni,2
li,li,ti-ma-li,2
li,li,{1}li-li-i,2
li,li,{LU₂}GAL-da-a.a-li-ia,2
li,li,{LU₂}GAL-kal-li-e,2
li,li,a-bul-li,1
li,li,a-ka-li-šu₂,1
li,li,ah-li-qu-u-ni,1
li,li,al-li-kan-ni,1
li,li,dul-li-in-ni,1
li,li,ha-bu-li-ni,1
li,li,ha-bul-li-ka,1
li,li,hu-li-ni,1
li,li,ih-ta-na-li-qu,1
li,li,il-li-kam-ma,1
li,li,il-li-ku,1
li,li,il-li-ku-u-ni,1
li,li,iš-li-ma,1
li,li,kal-li-e,1
li,li,kal-li-i,1
li,li,ki-la-li,1
li,li,ki-sa-al-li,1
li,li,ku-ta-li-ni,1
li,li,la-li-ka,1
li,li,lal-li-ka,1
li,li,li-ba-ni-ka,1
li,li,li-be₂-e-ru,1
li,li,li-di-iš,1
li,li,li-di-na-aš₂-šu₂-nu,1
li,li,li-di-na-ni,1
li,li,li-di-na-šu₂-nu,1
li,li,li-din,1
li,li,li-du-ku-šu₂,1
li,li,li-hu-ru,1
li,li,li-i-ṭu,1
li,li,li-ib-tu-qu,1
li,li,li-ih-si-pu,1
li,li,li-ih-ṣu-ṣu,1
li,li,li-ik-ki-su,1
li,li,li-in-tu-ha-aš₂-šu₂,1
li,li,li-in-tu-hu,1
li,li,li-in-tu-hu-ni,1
li,li,li-in-tu₂-hu,1
li,li,li-ip-ru-us,1
li,li,li-ip-ṭu-ru,1
li,li,li-ir-ta-ʾe-e-ši-na,1
li,li,li-ir-u₂-ba-šu-nu,1
li,li,li-is-si-a,1
li,li,li-iz-qu-pu,1
li,li,li-iz-zi-zu,1
li,li,li-iš-du-du-u-ni,1
li,li,li-iš-kul,1
li,li,li-iṣ-ba-tu₂-šu₂-nu,1
li,li,li-iṣ-bu-tu,1
li,li,li-iṣ-bu-tu₂,1
li,li,li-ki-ri-ku,1
li,li,li-lik,1
li,li,li-pa-ni-ka,1
li,li,li-qi-bi,1
li,li,li-qi-bi-u,1
li,li,li-qi-bu-nik-ku-nu,1
li,li,li-x-lik,1
li,li,li-zi-zi,1
li,li,li-zi-zu,1
li,li,lil-li-ki,1
li,li,lil-li-ku-ni,1
li,li,lil-li-ku-nu,1
li,li,lil-li-ku-u-ni,1
li,li,lu-bi-li,1
li,li,ma-li,1
li,li,mu-ṣa-li-ma,1
li,li,na-ah-li,1
li,li,nu-šal-li-me,1
li,li,qa-li-x,1
li,li,ta-li-ik,1
li,li,tal-li-ka,1
li,li,ti-ma-a-li,1
li,li,tu₂-še-li,1
li,li,ub-ta-li-ṭa-ni,1
li,li,uk-ta-li-im,1
li,li,uk-ta-li-mu-na-ši,1
li,li,us-se-li,1
li,li,u₂-ba-a-li,1
li,li,u₂-sa-ah-li-qu,1
li,li,u₂-sa-ga-li-ia,1
li,li,u₂-sa-ga-li-uš,1
li,li,u₂-se-bi-li,1
li,li,u₂-se-li-a,1
li,li,u₂-se-li-šu₂-nu,1
li,li,x+x-li-me,1
li,li,x-ba-li,1
li,li,x-li-šu₂-nu,1
li,li,{1}hu-li-i,1
li,li,{1}si-li-i,1
li,li,{ANŠE}BAD-HAL-li,1
li,li,{GIŠ}gu-ma-ki-li,1
li,li,{GIŠ}til-li,1
li,li,{ID₂}ma-li-a-su-u₂,1
li,li,{KUR}gam-bu-li,1
li,li,{KUR}i-zal-li,1
li,li,{KUR}il-li-pa,1
li,li,{KUR}ta-ba-li,1
li,li,{LU₂}da-a.a-li,1
li,li,{LU₂}kal-li-a-ni,1
li,li,{URU}BAD₃-bi-li-ha-a.a,1
li,li,{URU}me-li-di,1
li,li,ša-li-in-te,1
li,li,šal-li-ma-an-na-ši,1
li,li₂,be-li₂,135
li,li₂,be-li₂-ia,44
li,li₂,be-li₂-ia₂,32
li,li₂,be-li₂-ni,3
li,li₂,be-li₂-šu₂,2
li,li₂,{1}sa-i₃-li₂,2
li,li₂,be-li₂-a,1
li,li₂,be-li₂-šu₂-nu,1
me,me,me,68
me,me,me-me-ni,39
me,me,me-me-e-ni,10
me,me,UD-me,7
me,me,a-se-me,5
me,me,ta-hu-me,4
me,me,šul-me,4
me,me,na-me-ri,3
me,me,E₂-kar-me,2
me,me,am-me-ni,2
me,me,am-me-te,2
me,me,i-DI-me,2
me,me,i-me-ru,2
me,me,i-ša₂-šu-me,2
me,me,is-se-me,2
me,me,me-me-ni-ia₂-ma,2
me,me,me-me-ni-ka,2
me,me,ni-iš-me,2
me,me,ra-me-ni-šu₂-nu,2
me,me,x-lim-05-me,2
me,me,x-me,2
me,me,{1}a-me-ri,2
me,me,{1}me-ta-a,2
me,me,{LU₂}ši-kin₂-ṭe₃-me,2
me,me,{URU}si-ʾi-me-e,2
me,me,03-še-UD-me,1
me,me,03-ši-UD-me-šu₂,1
me,me,05-me-ma,1
me,me,DI-me,1
me,me,UD-me-šu₂,1
me,me,UD-me-šu₂-nu,1
me,me,a.a-ka-me-e-ni,1
me,me,am-me-u₂,1
me,me,aš₂-am-me,1
me,me,e-me-šu₂,1
me,me,e-te-me-di,1
me,me,ga-me-ra,1
me,me,i-se-me,1
me,me,i-šam-me,1
me,me,i-ša₂-me-u,1
me,me,iš-me-u₂,1
me,me,iš-ša₂-me,1
me,me,kar-me,1
me,me,lu-me-du,1
me,me,lu-ra-me-u₂,1
me,me,lu-ša₂-aš₂-me,1
me,me,me-e-tu-ni,1
me,me,me-šil,1
me,me,me-šil-ma,1
me,me,na-me-di,1
me,me,na-me-ši,1
me,me,nam-me-ša₂,1
me,me,ni-ša₂-me,1
me,me,nu-ta-me-di,1
me,me,nu-tu-me-di,1
me,me,nu-ut-ta-am-me-ša₂,1
me,me,nu-šal-li-me,1
me,me,ra-me-a,1
me,me,ra-me-ni-ia,1
me,me,ra-me-ni-šu,1
me,me,ra-me-ni-šu₂,1
me,me,ta-hu-u-me,1
me,me,ta-hu-u₂-me,1
me,me,taš-me,1
me,me,tim-me,1
me,me,tu-nam-me-ru-ni,1
me,me,tug-dam-me-ra,1
me,me,ug-da-ad-me-ru,1
me,me,ug-da-me-ru,1
me,me,ur-ta-am-me,1
me,me,ur-ta-me,1
me,me,ur-tam-me-u₂,1
me,me,u₂-gam-me-ru,1
me,me,u₂-ra-am-me,1
me,me,u₂-sa-lim-me,1
me,me,u₂-ta-am-me-ka,1
me,me,u₂-ta-me-di,1
me,me,x+x-li-me,1
me,me,x-lim-02-me,1
me,me,x-me-hu,1
me,me,{1}me-tu-nu,1
me,me,{1}x-x-ṣa-me,1
me,me,{GIŠ}nu-ur₂-me,1
me,me,{GIŠ}sa-ra-me-e,1
me,me,{TUG₂}GADA-me,1
me,me,{URU}me-li-di,1
me,me,{URU}sa-me-ri-na,1
me,me,ša-al-ši-UD-me,1
me,me,šal-ši-UD-me,1
me,me,ša₂-aš₂-me,1
me,me,ša₂-šu-me,1
me,me,ṭe₃-e-me,1
me,me₂,me₂-e-tu,1
me,me₂,me₂-tu-u-ni,1
mi,mi,mi-i-nu,11
mi,mi,mi-nu,6
mi,mi,mi-i-ni,5
mi,mi,ra-mi-ni-ka,2
mi,mi,{1}a-mi-li-iʾ-ti,2
mi,mi,am-mi-te,1
mi,mi,i-di-mi-iq,1
mi,mi,i-ša₂-mi,1
mi,mi,i-ša₂-mi-u₂,1
mi,mi,ku-mi,1
mi,mi,lu-ra-am-mi,1
mi,mi,lu-ra-mi-šu-nu,1
mi,mi,mi,1
mi,mi,mi-da-as-su,1
mi,mi,mi-e-te,1
mi,mi,mi-ih-ri-ka-a,1
mi,mi,mi-ik-si,1
mi,mi,mi-ik-si-šu₂-nu,1
mi,mi,mi-ni,1
mi,mi,nu-ta-mi-id,1
mi,mi,sa-al-mi-ni,1
mi,mi,ta-hu-mi,1
mi,mi,{1}a-mi-ri,1
mi,mi,{URU}ṣi-mi-ri,1
mi,mi,ši-mi,1
mi,mi,ṭe₂-mi-i-šu₂,1
mi,mi₃,mi₃-nu,3
mi,mi₃,mi₃-i-ni,2
mi,mi₃,mi₃-ni,2
mi,mi₃,am-mi₃-u₂,1
mi,mi₃,e-mi₃-da-an-ni-i-ni,1
mi,mi₃,e-mi₃-di,1
mi,mi₃,lu-nam-mi₃-iš,1
mi,mi₃,mi₃-i-nu,1
mi,mi₃,mi₃-il-ʾa-a-ni,1
mi,mi₃,mi₃-qit-x,1
mi,mi₃,si-mi₃-in,1
mi,mi₃,{NA₄}mi₃-il-a-ni,1
pil,pil,pil-ki,1
pil,pil₂,{LU₂}GAL-pil₂-ka-ni,4
pil,pil₂,pil₂-ki-šu₂,3
pil,pil₂,pil₂-ku-šu₂,2
pil,pil₂,pil₂-il-ki-šu₂-nu,1
pil,pil₂,pil₂-ka-ni-ni,1
pil,pil₂,pil₂-ki,1
pil,pil₂,pil₂-ku,1
qi,qi,{LU₂}EN-pi-qi-te,4
qi,qi,bat-qi,3
qi,qi,lip-qi-di,3
qi,qi,un-qi,3
qi,qi,{LU₂}e-mu-qi-šu₂-nu,3
qi,qi,{URU}KA₂-bit-qi,3
qi,qi,{URU}mil-qi-a,3
qi,qi,EN-pi-qi-ta-te,2
qi,qi,e-mu-qi,2
qi,qi,la-ap-qi-di,2
qi,qi,{LU₂}EN-pi-qi-ta-te,2
qi,qi,{LU₂}EN-pi-qi-ta-ti,2
qi,qi,{LU₂}EN-pi-qi-te-ka,2
qi,qi,{LU₂}NU.GIŠ-ur-qi,2
qi,qi,a-pa-qi-du-ni,1
qi,qi,ap-ti-qi-di,1
qi,qi,ap-ti-qi-su,1
qi,qi,bat-qi-šu₂-nu,1
qi,qi,da-mu-qi,1
qi,qi,dam-mu-qi,1
qi,qi,du-un-qi-ia-ma,1
qi,qi,e-mu-qi-ku-nu,1
qi,qi,e-ta-qi,1
qi,qi,li-qi-bi,1
qi,qi,li-qi-bi-u,1
qi,qi,li-qi-bu-nik-ku-nu,1
qi,qi,lip-qi-du,1
qi,qi,liq-qi-bi,1
qi,qi,lu-še-ti-qi,1
qi,qi,qi,1
qi,qi,qi-ba-aš₂-šu₂,1
qi,qi,qi-ni-tu₂,1
qi,qi,ta-paq-qi-da-a-ni,1
qi,qi,te-ti-qi,1
qi,qi,u₂-ba-qi-du-ni,1
qi,qi,{1}ha-qi-x,1
qi,qi,{KUR}ia-su-bu-qi,1
qi,qi,{KUR}qi-pa-ni,1
qi,qi,{LU₂}e-mu-qi,1
qi,qi,{LU₂}e-mu-qi-ka,1
qi,qi,{LU₂}e-mu-qi-šu₂,1
qi,qi,{LU₂}e-muq-qi,1
qi,qi,{LU₂}e-muq-qi-ku-nu,1
qi,qi,{LU₂}qi-in-nu,1
qi,qi,{URU}di-maš-qi,1
qi,qi₂,za-qi₂-pi,2
qi,qi₂,i-qi₂-bi-a,1
qi,qi₂,lip-qi₂-du,1
qi,qi₂,{LU₂}ha-ni-qi₂,1
rig,rig,an-nu-rig,61
rig,rig,a-nu-rig,2
rig,rig₂,an-nu-rig₂,1
tu,tu,at-tu-nu,5
tu,tu,ke-e-tu,4
tu,tu,{LU₂}hu-ub-tu,3
tu,tu,E₂-tu-ʾi-in-te,2
tu,tu,a-bu-tu,2
tu,tu,a-tu-ṣi,2
tu,tu,an-ni-tu,2
tu,tu,bir-tu-šu₂-nu,2
tu,tu,i-bat-tu-qu,2
tu,tu,i-da-tu-šu,2
tu,tu,ia-mu-tu,2
tu,tu,ih-tab-tu,2
tu,tu,it-tu-ṣi,2
tu,tu,tu,2
tu,tu,{1}lu-tu-u₂,2
tu,tu,šu-tu-ni,2
tu,tu,IGI-tu-šu₂-nu,1
tu,tu,an-tu-nu,1
tu,tu,at-tu-bil₂,1
tu,tu,at-tu-ši-bi,1
tu,tu,bar-tu,1
tu,tu,bir-tu-ku-nu,1
tu,tu,bir-tu-ni,1
tu,tu,bu-tu-qu,1
tu,tu,e-ṣi-in-tu,1
tu,tu,hu-ub-tu,1
tu,tu,i-ma-qa-tu-u₂-ni,1
tu,tu,i-ma-tu-hu,1
tu,tu,i-mut-tu-u₂,1
tu,tu,i-tu-ar,1
tu,tu,i-tu-ur-du,1
tu,tu,i-ṣab-tu,1
tu,tu,ia-mut-tu,1
tu,tu,ih-tu-du,1
tu,tu,in-tu-ha,1
tu,tu,ip-tu-gu-na-ši,1
tu,tu,ir-tu-gu-mu-ni-šu₂,1
tu,tu,it-tu-ar,1
tu,tu,it-tu-uṣ-ṣi,1
tu,tu,it-tu-ši-ib,1
tu,tu,it-tu-šib,1
tu,tu,it-tu-ṣi-a,1
tu,tu,iṣ-ṣab-tu,1
tu,tu,iṣ-ṣab-tu-ni-šu₂,1
tu,tu,ka-ri-in-tu,1
tu,tu,ka-ri-in-tu-ma,1
tu,tu,ka-ri-in-tu-u₂,1
tu,tu,ke-et-tu,1
tu,tu,ki-i-tu,1
tu,tu,la-an-tu-hu,1
tu,tu,li-ib-tu-qu,1
tu,tu,li-in-tu-ha-aš₂-šu₂,1
tu,tu,li-in-tu-hu,1
tu,tu,li-in-tu-hu-ni,1
tu,tu,li-iṣ-bu-tu,1
tu,tu,lib-tu-qu,1
tu,tu,lu-ša₂-bal-ki-tu-šu,1
tu,tu,ma-aq-tu,1
tu,tu,me-e-tu-ni,1
tu,tu,me₂-e-tu,1
tu,tu,me₂-tu-u-ni,1
tu,tu,mu-tu-ha,1
tu,tu,ni-ib-tu-qu,1
tu,tu,nu-tu-me-di,1
tu,tu,pa-na-tu-ia,1
tu,tu,pa-na-tu-ni,1
tu,tu,pa-na-tu-un,1
tu,tu,pa-na-tu-uš-šu₂,1
tu,tu,pi-tu-a-te,1
tu,tu,pu-tu,1
tu,tu,pu-tu-hu,1
tu,tu,tu-ba-la,1
tu,tu,tu-ga-mar,1
tu,tu,tu-lab-ba-aš₂,1
tu,tu,tu-ma-za-aʾ-šu₂-nu,1
tu,tu,tu-nam-me-ru-ni,1
tu,tu,tu-qar-ra-bu-ni,1
tu,tu,tu-se-bil₂,1
tu,tu,tu-se-šib,1
tu,tu,tu-ta-ar-šu₂-nu,1
tu,tu,tu-u-ṣi,1
tu,tu,tu-ug-da-mir-u-ni,1
tu,tu,tu-up-pa-aš₂,1
tu,tu,tu-up-ta-ti-šu,1
tu,tu,tu-us-se-ši-ib-šu,1
tu,tu,tu-ut-te-re,1
tu,tu,tu-u₂-da,1
tu,tu,tu-u₂-ra,1
tu,tu,tu-x,1
tu,tu,tu-ša₂-aš₂-kan-šu₂-nu,1
tu,tu,tu-ša₂-aṣ-bat,1
tu,tu,tu-še-bi-la-ni,1
tu,tu,tu-še-bil-an-ni,1
tu,tu,tu-ṣa-ni-ni,1
tu,tu,u₂-ṣa-bi-tu-šu₂-nu,1
tu,tu,x+x-tu,1
tu,tu,x-ni-tu,1
tu,tu,x-tu,1
tu,tu,x-tu-ṭu,1
tu,tu,{1}me-tu-nu,1
tu,tu,{1}tu-x+x,1
tu,tu,{KUR}at-tu-na-a.a,1
tu,tu,{LU₂}NAM-u₂-tu,1
tu,tu,{LU₂}ma-aq-tu,1
tu,tu,{LU₂}pa-ha-tu-u₂-tu₂,1
tu,tu,{URU}DU₆-tu-u₂-ri,1
tu,tu,{URU}is-tu-an-da-a.a,1
tu,tu,{URU}x+x-x-tu,1
tu,tu,ša-lim-tu,1
tu,tu,šu-u-tu,1
tu,tu,ṣab-bu-ta-tu-u₂-ni,1
tu,tu,ṭa-ab-tu,1
tu,tu₂,e-gir₂-tu₂,13
tu,tu₂,an-ni-tu₂,10
tu,tu₂,šu-u-tu₂,9
tu,tu₂,ma-da-tu₂,6
tu,tu₂,na-mur-tu₂,6
tu,tu₂,ki-su-tu₂,5
tu,tu₂,tu₂,5
tu,tu₂,{ŠE}ki-su-tu₂,5
tu,tu₂,x-tu₂,4
tu,tu₂,i-ha-bu-tu₂,3
tu,tu₂,šu-u₂-tu₂,3
tu,tu₂,ba-ti-iq-tu₂,2
tu,tu₂,e-gir-tu₂,2
tu,tu₂,gi-zu-tu₂,2
tu,tu₂,i-da-a-tu₂-u-a,2
tu,tu₂,i-da-tu₂-uš-šu,2
tu,tu₂,ia-a-tu₂,2
tu,tu₂,la-at-tu₂,2
tu,tu₂,lap-tu₂-te,2
tu,tu₂,ma-aʾ-at-tu₂-nu,2
tu,tu₂,ma-dak-tu₂,2
tu,tu₂,nar-ma-ak-tu₂,2
tu,tu₂,te-gir₂-tu₂,2
tu,tu₂,{KUR}i-tu₂-ʾa-a.a,2
tu,tu₂,{LU₂}kal-lap-ši-bir-tu₂,2
tu,tu₂,šu-tu₂-u-ni,2
tu,tu₂,02-tu₂,1
tu,tu₂,04-tu₂,1
tu,tu₂,DIL-ni-tu₂,1
tu,tu₂,GIBIL-tu₂,1
tu,tu₂,a-bu-tu₂,1
tu,tu₂,a-kil-tu₂,1
tu,tu₂,a-ši-bu-tu₂,1
tu,tu₂,an-nu-tu₂,1
tu,tu₂,at-tu₂-nu,1
tu,tu₂,da-a-a-la-tu₂,1
tu,tu₂,da-ʾa-tu₂,1
tu,tu₂,de-ek-tu₂,1
tu,tu₂,e-bir-tu₂,1
tu,tu₂,e-gir₂-tu₂-šu₂,1
tu,tu₂,gi-ru-tu₂,1
tu,tu₂,ha-an-ni-tu₂,1
tu,tu₂,ha-an-nu-tu₂,1
tu,tu₂,hu-ub-tu₂,1
tu,tu₂,i-hab-bu-tu₂,1
tu,tu₂,i-ma-tu₂-hu,1
tu,tu₂,i-mut-tu₂,1
tu,tu₂,i-ta-bal-ki-tu₂,1
tu,tu₂,i-tu₂-ur-du-u-ni,1
tu,tu₂,i-tu₂-ṣi,1
tu,tu₂,i-tu₂-ṣi-u₂,1
tu,tu₂,ia-mu-tu₂,1
tu,tu₂,ia-mut-tu₂,1
tu,tu₂,ih-bu-tu₂-ni,1
tu,tu₂,in-tu₂-nu-u,1
tu,tu₂,ir-tu₂-a-ba,1
tu,tu₂,ir-tu₂-mu,1
tu,tu₂,it-tu₂-uq-ta,1
tu,tu₂,ket-tu₂,1
tu,tu₂,lap-tu₂-ni,1
tu,tu₂,lat-tu₂,1
tu,tu₂,li-in-tu₂-hu,1
tu,tu₂,li-iṣ-ba-tu₂-šu₂-nu,1
tu,tu₂,ma-a-tu₂,1
tu,tu₂,ma-aq-tu₂-te,1
tu,tu₂,ma-da-at-tu₂,1
tu,tu₂,ma-da-at-tu₂-ku-nu,1
tu,tu₂,ma-da-tu₂-šu₂-nu,1
tu,tu₂,ma-dak-tu₂-ma,1
tu,tu₂,ma-dak-tu₂-šu₂,1
tu,tu₂,ma-na-ah-tu₂,1
tu,tu₂,ma-qa-ru-tu₂,1
tu,tu₂,ma-ṣar-tu₂,1
tu,tu₂,mah-ra-tu₂-ni,1
tu,tu₂,mar-di-tu₂,1
tu,tu₂,na-gu-ur-tu₂,1
tu,tu₂,na-kut-tu₂,1
tu,tu₂,pa-na-tu₂-x,1
tu,tu₂,pi-qit-tu₂,1
tu,tu₂,pu-luh-tu₂,1
tu,tu₂,pu-tu₂-ia,1
tu,tu₂,qi-ni-tu₂,1
tu,tu₂,si-im-tu₂,1
tu,tu₂,te-x-tu₂,1
tu,tu₂,tu₂-ga-mir-ni,1
tu,tu₂,tu₂-ki-iš,1
tu,tu₂,tu₂-pa-aš₂,1
tu,tu₂,tu₂-pi-iš,1
tu,tu₂,tu₂-u₂-ki-iš,1
tu,tu₂,tu₂-ša₂-kal,1
tu,tu₂,tu₂-še-li,1
tu,tu₂,tu₂-še-ra-da,1
tu,tu₂,uk-tu₂-i-ni,1
tu,tu₂,x+x-tu₂,1
tu,tu₂,x-bu-tu₂,1
tu,tu₂,x-tu₂-ma,1
tu,tu₂,x-tu₂-qu,1
tu,tu₂,{1}a-ba-tu₂,1
tu,tu₂,{KUR}ma-a-tu₂,1
tu,tu₂,{LU₂}i-tu₂-u-a.a,1
tu,tu₂,{LU₂}i-tu₂-ʾa-a.a,1
tu,tu₂,{LU₂}i-tu₂-ʾa-a.a-e-a,1
tu,tu₂,{LU₂}pa-ha-tu-u₂-tu₂,1
tu,tu₂,{LU₂}qur-bu-tu₂,1
tu,tu₂,{LU₂}ša₂-ki-ru-tu₂,1
tu,tu₂,{MI₂}al-ma-tu₂,1
