,group,group_len,purity
174,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",12,0.20352941176470588
175,"['NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",6,0.2011764705882353
176,"['BU:..', 'BU:.p.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",8,0.2023529411764706
177,"['DI:..', 'DI:.d.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",8,0.2023529411764706
178,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",10,0.2011764705882353
179,"['LI:..', 'LI:.d.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",8,0.1988235294117647
180,"['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",10,0.2
181,"['DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",10,0.19176470588235295
182,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",12,0.1976470588235294
183,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",8,0.20705882352941177
184,"['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",10,0.21176470588235294
185,"['DI:..', 'DI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",10,0.2188235294117647
186,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",12,0.21529411764705883
187,"['LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",10,0.21058823529411766
188,"['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",12,0.20941176470588235
189,"['DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",12,0.20705882352941177
190,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', 'ŠA:..', 'ŠA:.dm.']",14,0.20941176470588235
191,"['|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",4,0.18
192,"['BU:..', 'BU:.p.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",6,0.17882352941176471
193,"['DI:..', 'DI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",6,0.18588235294117647
194,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",8,0.1952941176470588
195,"['LI:..', 'LI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",6,0.17647058823529413
196,"['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",8,0.17411764705882352
197,"['DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",8,0.18
198,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.17882352941176471
199,"['NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",6,0.20470588235294118
200,"['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",8,0.20470588235294118
201,"['DI:..', 'DI:.d.', 'NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",8,0.20588235294117646
202,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.20941176470588235
203,"['LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",8,0.20470588235294118
204,"['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.1988235294117647
205,"['DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.1988235294117647
206,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",12,0.1976470588235294
207,"['NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",6,0.18588235294117647
208,"['BU:..', 'BU:.p.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",8,0.17882352941176471
209,"['DI:..', 'DI:.d.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",8,0.18823529411764706
210,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.19176470588235295
211,"['LI:..', 'LI:.d.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",8,0.18
212,"['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.1776470588235294
213,"['DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.18588235294117647
214,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",12,0.17647058823529413
215,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",8,0.21176470588235294
216,"['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.20470588235294118
217,"['DI:..', 'DI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.20470588235294118
218,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",12,0.21058823529411766
219,"['LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.20470588235294118
220,"['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",12,0.1952941176470588
221,"['DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",12,0.1952941176470588
222,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",14,0.1976470588235294
223,"['RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",6,0.1976470588235294
224,"['BU:..', 'BU:.p.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",8,0.20823529411764705
225,"['DI:..', 'DI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",8,0.20352941176470588
226,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.20823529411764705
227,"['LI:..', 'LI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",8,0.18352941176470589
228,"['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.18352941176470589
229,"['DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.19058823529411764
230,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",12,0.18705882352941178
231,"['NA:..', 'NA:.t.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",8,0.21176470588235294
232,"['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.21411764705882352
233,"['DI:..', 'DI:.d.', 'NA:..', 'NA:.t.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.21529411764705883
234,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'NA:..', 'NA:.t.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",12,0.21411764705882352
235,"['LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.19294117647058823
236,"['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",12,0.18941176470588236
237,"['DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",12,0.1976470588235294
238,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",14,0.19647058823529412
239,"['NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",8,0.20588235294117646
240,"['BU:..', 'BU:.p.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.20823529411764705
241,"['DI:..', 'DI:.d.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.20588235294117646
242,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",12,0.20705882352941177
243,"['LI:..', 'LI:.d.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.18823529411764706
244,"['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",12,0.18352941176470589
245,"['DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",12,0.18235294117647058
246,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",14,0.19294117647058823
247,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",10,0.21764705882352942
248,"['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",12,0.20705882352941177
249,"['DI:..', 'DI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",12,0.20705882352941177
250,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",14,0.20470588235294118
251,"['LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",12,0.1988235294117647
252,"['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",14,0.1988235294117647
253,"['DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",14,0.20352941176470588
254,"['BU:..', 'BU:.p.', 'DI:..', 'DI:.d.', 'LI:..', 'LI:.d.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ŠA:..', 'ŠA:.dm.']",16,0.1976470588235294
