,form,headword,instance,xis_entry,xis_form
31299,a-sa-ʾa-al-šu₂,šâlu[ask]V,saao/sargonletters:P313614.18.2,akk.r02779,akk.r02784
31300,a-sa-ʾa-al-šu₂,šâlu[ask]V,saao/sargonletters:P313644.44.2,akk.r02779,akk.r02784
31301,a-sa-ʾa-al-šu₂,šâlu[ask]V,saao/sargonletters:P313711.10.1,akk.r02779,akk.r02784
31302,a-sa-ʾa-al-šu₂,šâlu[ask]V,saao/sargonletters:P313815.7.5,akk.r02779,akk.r02784
31303,a-sa-ʾa-al-šu₂,šâlu[ask]V,saao/sargonletters:P334271.16.1,akk.r02779,akk.r02784
31304,a-sa-ʾa-al-šu₂,šâlu[ask]V,saao/sargonletters:P334284.36.3,akk.r02779,akk.r02784
31305,a-sa-ʾa-al-šu₂,šâlu[ask]V,saao/sargonletters:P334361.12.1,akk.r02779,akk.r02784
31306,a-sa-ʾa-al-šu₂,šâlu[ask]V,saao/sargonletters:P334361.22.1,akk.r02779,akk.r02784
31307,a-sa-ʾa-al-šu₂,šâlu[ask]V,saao/sargonletters:P334528.10.1,akk.r02779,akk.r02784
31308,a-sa-ʾa-al-šu₂,šâlu[ask]V,saao/sargonletters:P334540.11.1,akk.r02779,akk.r02784
31309,a-sa-ʾa-al-šu₂,šâlu[ask]V,saao/sargonletters:P334540.24.1,akk.r02779,akk.r02784
31310,a-sa-ʾa-al-šu₂-nu,šâlu[ask]V,saao/sargonletters:P313617.14.1,akk.r02779,akk.r02785
31311,a-sa-ʾa-al-šu₂-nu,šâlu[ask]V,saao/sargonletters:P334405.10.1,akk.r02779,akk.r02785
31312,a-sa-ʾa-al-šu₂-nu,šâlu[ask]V,saao/sargonletters:P334825.48.1,akk.r02779,akk.r02785
31313,a-ša₂-al-šu₂-nu,šâlu[ask]V,saao/sargonletters:P313442.18.2,akk.r02779,akk.r02786
31314,a-ša₂-ʾa-al,šâlu[ask]V,saao/sargonletters:P334084.30.3,akk.r02779,akk.r02787
31315,as-sa-a-la,šâlu[ask]V,saao/sargonletters:P313844.11.2,akk.r02779,akk.r02788
31316,as-sa-ʾa-al-šu₂,šâlu[ask]V,saao/sargonletters:P313452.23.3,akk.r02779,akk.r02789
31317,i-sa-al,šâlu[ask]V,saao/sargonletters:P313785.13.6,akk.r02779,akk.r0278a
31318,i-sa-al-lu,šâlu[ask]V,saao/sargonletters:P334446.11.1,akk.r02779,akk.r0278b
31319,i-sa-al-šu₂-nu,šâlu[ask]V,saao/sargonletters:P334090.19.2,akk.r02779,akk.r0278c
31320,i-sa-aʾ-lu,šâlu[ask]V,saao/sargonletters:P313516.17.6,akk.r02779,akk.r0278d
31321,i-sa-aʾ-lu-šu₂,šâlu[ask]V,saao/sargonletters:P334718.24.1,akk.r02779,akk.r0278e
31322,i-sa-na-al,šâlu[ask]V,saao/sargonletters:P334090.33.1,akk.r02779,akk.r0278f
31323,i-sa-ʾa-al,šâlu[ask]V,saao/sargonletters:P393855.13.2,akk.r02779,akk.r02790
31324,i-ša-u₂-lu,šâlu[ask]V,saao/sargonletters:P334090.35.3,akk.r02779,akk.r02791
31325,i-ša₂-ʾa-al,šâlu[ask]V,saao/sargonletters:P313814.22.6,akk.r02779,akk.r02792
31326,i-ša₂-ʾu-u-lu,šâlu[ask]V,saao/sargonletters:P313419.25.3,akk.r02779,akk.r02793
31327,is-sa-aʾ-lu-šu₂,šâlu[ask]V,saao/sargonletters:P334055.9.2,akk.r02779,akk.r02794
31328,iš-al-an-ni,šâlu[ask]V,saao/sargonletters:P313814.74.9,akk.r02779,akk.r02795
31329,iš-al-u-ni,šâlu[ask]V,saao/sargonletters:P313807.17.5,akk.r02779,akk.r02796
31330,iš-al-u₂-ni,šâlu[ask]V,saao/sargonletters:P334807.24.1,akk.r02779,akk.r02797
31331,iš-ʾa-lu-ni,šâlu[ask]V,saao/sargonletters:P313516.20.1,akk.r02779,akk.r02798
31332,liš-al,šâlu[ask]V,saao/sargonletters:P313470.30.2,akk.r02779,akk.r02799
31333,liš-al,šâlu[ask]V,saao/sargonletters:P313487.8.1,akk.r02779,akk.r02799
31334,liš-al,šâlu[ask]V,saao/sargonletters:P313504.57.5,akk.r02779,akk.r02799
31335,liš-al,šâlu[ask]V,saao/sargonletters:P313547.28.1,akk.r02779,akk.r02799
31336,liš-al,šâlu[ask]V,saao/sargonletters:P313643.4.8,akk.r02779,akk.r02799
31337,liš-al,šâlu[ask]V,saao/sargonletters:P314052.4.3,akk.r02779,akk.r02799
31338,liš-al,šâlu[ask]V,saao/sargonletters:P334080.34.1,akk.r02779,akk.r02799
31339,liš-al,šâlu[ask]V,saao/sargonletters:P334149.22.5,akk.r02779,akk.r02799
31340,liš-al,šâlu[ask]V,saao/sargonletters:P334155.33.3,akk.r02779,akk.r02799
31341,liš-al,šâlu[ask]V,saao/sargonletters:P334279.15.3,akk.r02779,akk.r02799
31342,liš-al,šâlu[ask]V,saao/sargonletters:P334369.22.1,akk.r02779,akk.r02799
31343,liš-al,šâlu[ask]V,saao/sargonletters:P334502.27.4,akk.r02779,akk.r02799
31344,liš-al,šâlu[ask]V,saao/sargonletters:P334718.13.2,akk.r02779,akk.r02799
31345,liš-al,šâlu[ask]V,saao/sargonletters:P334830.49.5,akk.r02779,akk.r02799
31346,liš-al,šâlu[ask]V,saao/sargonletters:P334910.36.5,akk.r02779,akk.r02799
31347,liš-al-šu,šâlu[ask]V,saao/sargonletters:P334102.15.3,akk.r02779,akk.r0279a
31348,liš-al-šu,šâlu[ask]V,saao/sargonletters:P334357.14.3,akk.r02779,akk.r0279a
31349,liš-al-šu,šâlu[ask]V,saao/sargonletters:P334385.20.3,akk.r02779,akk.r0279a
31350,liš-al-šu,šâlu[ask]V,saao/sargonletters:P334674.28.1,akk.r02779,akk.r0279a
31351,liš-al-šu,šâlu[ask]V,saao/sargonletters:P334903.12.1,akk.r02779,akk.r0279a
31352,liš-al-šu₂,šâlu[ask]V,saao/sargonletters:P313747.24.4,akk.r02779,akk.r0279b
31353,liš-al-šu₂,šâlu[ask]V,saao/sargonletters:P313810.27.3,akk.r02779,akk.r0279b
31354,liš-al-šu₂,šâlu[ask]V,saao/sargonletters:P314044.12.3,akk.r02779,akk.r0279b
31355,liš-al-šu₂,šâlu[ask]V,saao/sargonletters:P314327.30.1,akk.r02779,akk.r0279b
31356,liš-al-šu₂,šâlu[ask]V,saao/sargonletters:P334100.24.3,akk.r02779,akk.r0279b
31357,liš-al-šu₂,šâlu[ask]V,saao/sargonletters:P334661.23.3,akk.r02779,akk.r0279b
31358,liš-al-šu₂,šâlu[ask]V,saao/sargonletters:P334825.35.3,akk.r02779,akk.r0279b
31359,liš-al-šu₂-nu,šâlu[ask]V,saao/sargonletters:P313552.31.3,akk.r02779,akk.r0279c
31360,liš-al-šu₂-nu,šâlu[ask]V,saao/sargonletters:P334209.19.3,akk.r02779,akk.r0279c
31361,liš-al-šu₂-nu,šâlu[ask]V,saao/sargonletters:P334386.42.1,akk.r02779,akk.r0279c
31362,liš-al-šu₂-nu,šâlu[ask]V,saao/sargonletters:P334830.8.4,akk.r02779,akk.r0279c
31363,liš-al-šu₂-nu,šâlu[ask]V,saao/sargonletters:P337150.31.4,akk.r02779,akk.r0279c
31364,liš-ul,šâlu[ask]V,saao/sargonletters:P313472.13.6,akk.r02779,akk.r0279d
31365,liš-ul-lu,šâlu[ask]V,saao/sargonletters:P334094.6.4,akk.r02779,akk.r0279e
31366,liš-ul-lu,šâlu[ask]V,saao/sargonletters:X900012.32.4,akk.r02779,akk.r0279e
31367,liš-u₂-lu,šâlu[ask]V,saao/sargonletters:P334113.36.5,akk.r02779,akk.r0279f
31368,liš-u₂-lu,šâlu[ask]V,saao/sargonletters:X900011.13.1,akk.r02779,akk.r0279f
31369,liš-ʾa-al,šâlu[ask]V,saao/sargonletters:P313725.9.3,akk.r02779,akk.r027a0
31370,liš-ʾa-al,šâlu[ask]V,saao/sargonletters:P313898.18.1,akk.r02779,akk.r027a0
31371,liš-ʾa-al,šâlu[ask]V,saao/sargonletters:P334205.33.3,akk.r02779,akk.r027a0
31372,liš-ʾa-al,šâlu[ask]V,saao/sargonletters:X900004.28.1,akk.r02779,akk.r027a0
31373,liš-ʾa-al-šu₂,šâlu[ask]V,saao/sargonletters:P314286.7.3,akk.r02779,akk.r027a1
31374,liš-ʾa-al-šu₂,šâlu[ask]V,saao/sargonletters:P334540.23.1,akk.r02779,akk.r027a1
31375,liš-ʾa-al-šu₂,šâlu[ask]V,saao/sargonletters:P334716.29.4,akk.r02779,akk.r027a1
31376,liš-ʾa-al-šu₂-nu,šâlu[ask]V,saao/sargonletters:P313474.37.3,akk.r02779,akk.r027a2
31377,liš-ʾa-al-šu₂-nu,šâlu[ask]V,saao/sargonletters:P334825.53.1,akk.r02779,akk.r027a2
31378,liš-ʾa-la,šâlu[ask]V,saao/sargonletters:X900011.35.4,akk.r02779,akk.r027a3
31379,liš-ʾu-lu-u-ni,šâlu[ask]V,saao/sargonletters:P334372.34.3,akk.r02779,akk.r027a4
31380,ša-al,šâlu[ask]V,saao/sargonletters:P313543.20.3,akk.r02779,akk.r027a5
31381,ša-ʾa-al,šâlu[ask]V,saao/sargonletters:P313543.12.1,akk.r02779,akk.r027a6
31382,ša-ʾa-al,šâlu[ask]V,saao/sargonletters:P313543.4.3,akk.r02779,akk.r027a6
31383,ša₂-a-la,šâlu[ask]V,saao/sargonletters:P314291.6.2,akk.r02779,akk.r027a7
31384,ša₂-al,šâlu[ask]V,saao/sargonletters:P334077.5.2,akk.r02779,akk.r027a8
31385,ša₂-ʾa-al,šâlu[ask]V,saao/sargonletters:P313455.7.3,akk.r02779,akk.r027a9
31386,ša₂-ʾa-al,šâlu[ask]V,saao/sargonletters:P313510.7.3,akk.r02779,akk.r027a9
31387,ša₂-ʾa-al,šâlu[ask]V,saao/sargonletters:P334055.8.4,akk.r02779,akk.r027a9
31388,ša₂-ʾa-al,šâlu[ask]V,saao/sargonletters:P334771.31.4,akk.r02779,akk.r027a9
31389,u₂-ša₂-ad,âdu[take notice of]V,saao/sargonletters:P334586.16.2,akk.r0220c,akk.r0220c
31390,lu-ša₂-bi-ša₂,šabāšu[gather]V,saao/sargonletters:P334284.10.1,akk.r022fd,akk.r022fd
31391,a-sa-da,šadādu[drag]V,saao/sargonletters:P313754.7.1,akk.r02310,akk.r02311
31392,a-sa-da-ad,šadādu[drag]V,saao/sargonletters:P313478.11.1,akk.r02310,akk.r02312
31393,a-ša₂-da-da,šadādu[drag]V,saao/sargonletters:P334561.20.2,akk.r02310,akk.r02313
31394,a-ša₂-da-da,šadādu[drag]V,saao/sargonletters:P334896.14.4,akk.r02310,akk.r02313
31395,i-sa-du-u₂-ni,šadādu[drag]V,saao/sargonletters:P334090.11.3,akk.r02310,akk.r02314
31396,i-šad-da-du-u-ni,šadādu[drag]V,saao/sargonletters:P313444.8.9,akk.r02310,akk.r02315
31397,i-ša₂-da-du-ni,šadādu[drag]V,saao/sargonletters:P336776.9.1,akk.r02310,akk.r02316
31398,i-ša₂-du-du,šadādu[drag]V,saao/sargonletters:P314043.17.6,akk.r02310,akk.r02317
31399,iš-da-du-ni-ni,šadādu[drag]V,saao/sargonletters:P334178.15.3,akk.r02310,akk.r02318
31400,li-iš-du-du-u-ni,šadādu[drag]V,saao/sargonletters:P334100.12.1,akk.r02310,akk.r02319
31401,lil-da-du-ni,šadādu[drag]V,saao/sargonletters:P313910.8.1,akk.r02310,akk.r0231a
31402,liš-da-du-ni,šadādu[drag]V,saao/sargonletters:P313897.7.1,akk.r02310,akk.r0231b
31403,liš-da-du-u-ni,šadādu[drag]V,saao/sargonletters:P334273.8.3,akk.r02310,akk.r0231c
31404,liš-du-du,šadādu[drag]V,saao/sargonletters:P313991.16.4,akk.r02310,akk.r0231d
31405,ni-iš-du-du-ni,šadādu[drag]V,saao/sargonletters:P313571.27.2,akk.r02310,akk.r0231e
31406,ni-šad-da-da,šadādu[drag]V,saao/sargonletters:P313571.34.3,akk.r02310,akk.r0231f
31407,ni-šad-da-da,šadādu[drag]V,saao/sargonletters:P313571.38.3,akk.r02310,akk.r0231f
31408,ni-šad-da-du-ni,šadādu[drag]V,saao/sargonletters:P313571.8.2,akk.r02310,akk.r02320
31409,šu-du,šadādu[drag]V,saao/sargonletters:P334400.18.4,akk.r02310,akk.r02321
31410,šu-du,šadādu[drag]V,saao/sargonletters:P334561.8.1,akk.r02310,akk.r02321
31411,šud-da,šadādu[drag]V,saao/sargonletters:P313776.6.9,akk.r02310,akk.r02322
31412,lu-ša₂-an-di-lu,šadālu[be(come) wide]V,saao/sargonletters:P313458.10.4,akk.r02325,akk.r02325
31413,MU.IM.MA,šaddaqda[last year]AV,saao/sargonletters:P334099.9.2,akk.r022fe,akk.r022ff
31414,MU.IM.MA,šaddaqda[last year]AV,saao/sargonletters:P334100.19.4,akk.r022fe,akk.r022ff
31415,MU.IM.MA,šaddaqda[last year]AV,saao/sargonletters:P334177.28.1,akk.r022fe,akk.r022ff
31416,MU.IM.MA,šaddaqda[last year]AV,saao/sargonletters:P334442.13.4,akk.r022fe,akk.r022ff
31417,MU.IM.MA,šaddaqda[last year]AV,saao/sargonletters:P334499.27.3,akk.r022fe,akk.r022ff
31418,MU.IM.MA,šaddaqda[last year]AV,saao/sargonletters:P334773.35.6,akk.r022fe,akk.r022ff
31419,MU.IM.MA,šaddaqda[last year]AV,saao/sargonletters:P334789.14.4,akk.r022fe,akk.r022ff
31420,iš-šad-dag-diš,šaddaqda[last year]AV,saao/sargonletters:P313619.5.4,akk.r022fe,akk.r00dd9
31421,šad-daq-diš,šaddaqda[last year]AV,saao/sargonletters:P313571.26.5,akk.r022fe,akk.r02300
31422,šad-daq-diš,šaddaqda[last year]AV,saao/sargonletters:P334187.18.2,akk.r022fe,akk.r02300
31423,šad-daq₃-diš,šaddaqda[last year]AV,saao/sargonletters:P334113.28.2,akk.r022fe,akk.r02301
31424,šad-daq₃-diš,šaddaqda[last year]AV,saao/sargonletters:P334200.27.5,akk.r022fe,akk.r02301
31425,šad-daq₃-diš-ma,šaddaqda[last year]AV,saao/sargonletters:P334199.16.3,akk.r022fe,akk.r02302
31426,ša₂-daq-di-iš,šaddaqda[last year]AV,saao/sargonletters:P313474.16.1,akk.r022fe,akk.r02303
31427,ša₂-daq₃-di-iš,šaddaqda[last year]AV,saao/sargonletters:P334296.8.2,akk.r022fe,akk.r02304
31428,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.10.4,akk.r01da3,akk.r01da4
31429,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.12.8,akk.r01da3,akk.r01da4
31430,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.13.7,akk.r01da3,akk.r01da4
31431,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.15.7,akk.r01da3,akk.r01da4
31432,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.16.7,akk.r01da3,akk.r01da4
31433,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.18.7,akk.r01da3,akk.r01da4
31434,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.19.7,akk.r01da3,akk.r01da4
31435,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.20.7,akk.r01da3,akk.r01da4
31436,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.22.5,akk.r01da3,akk.r01da4
31437,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.23.5,akk.r01da3,akk.r01da4
31438,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.24.5,akk.r01da3,akk.r01da4
31439,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.30.4,akk.r01da3,akk.r01da4
31440,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.32.10,akk.r01da3,akk.r01da4
31441,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.33.2,akk.r01da3,akk.r01da4
31442,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.35.5,akk.r01da3,akk.r01da4
31443,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.37.5,akk.r01da3,akk.r01da4
31444,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.39.5,akk.r01da3,akk.r01da4
31445,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.40.5,akk.r01da3,akk.r01da4
31446,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.41.5,akk.r01da3,akk.r01da4
31447,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.42.5,akk.r01da3,akk.r01da4
31448,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.43.5,akk.r01da3,akk.r01da4
31449,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.44.5,akk.r01da3,akk.r01da4
31450,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.45.5,akk.r01da3,akk.r01da4
31451,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.46.5,akk.r01da3,akk.r01da4
31452,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.47.5,akk.r01da3,akk.r01da4
31453,{TUG₂}šad-din,saddinu[(a tunic)]N,saao/sargonletters:P334390.48.5,akk.r01da3,akk.r01da4
31454,{TUG₂}ša₂-din-MEŠ,saddinu[(a tunic)]N,saao/sargonletters:X900007.9.2,akk.r01da3,akk.r01da5
31455,{IM}KUR.RA,šadû[east]N,saao/sargonletters:P313504.54.9,akk.r02306,akk.r02306
31456,KUR,šadû[mountain]N,saao/sargonletters:P336167.12.8,akk.r02307,akk.r02308
31457,KUR-MEŠ-ni,šadû[mountain]N,saao/sargonletters:P334200.10.4,akk.r02307,akk.r02309
31458,KUR-MEŠ-ni,šadû[mountain]N,saao/sargonletters:P334664.25.2,akk.r02307,akk.r02309
31459,KUR-e,šadû[mountain]N,saao/sargonletters:P313445.5.5,akk.r02307,akk.r0230a
31460,KUR-e,šadû[mountain]N,saao/sargonletters:P313560.13.8,akk.r02307,akk.r0230a
31461,KUR-e,šadû[mountain]N,saao/sargonletters:P313560.6.9,akk.r02307,akk.r0230a
31462,KUR-e,šadû[mountain]N,saao/sargonletters:P313585.7.3,akk.r02307,akk.r0230a
31463,KUR-e,šadû[mountain]N,saao/sargonletters:P313770.4.2,akk.r02307,akk.r0230a
31464,KUR-e,šadû[mountain]N,saao/sargonletters:P313822.12.3,akk.r02307,akk.r0230a
31465,KUR-e,šadû[mountain]N,saao/sargonletters:P314208.3.5,akk.r02307,akk.r0230a
31466,KUR-e,šadû[mountain]N,saao/sargonletters:P334348.23.4,akk.r02307,akk.r0230a
31467,KUR-e,šadû[mountain]N,saao/sargonletters:P334385.22.3,akk.r02307,akk.r0230a
31468,KUR-e,šadû[mountain]N,saao/sargonletters:P334565.11.5,akk.r02307,akk.r0230a
31469,KUR-e,šadû[mountain]N,saao/sargonletters:P336171.6.1,akk.r02307,akk.r0230a
31470,KUR-i,šadû[mountain]N,saao/sargonletters:P313434.10.2,akk.r02307,akk.r0230b
31471,KUR-i,šadû[mountain]N,saao/sargonletters:P313434.15.4,akk.r02307,akk.r0230b
31472,KUR-i,šadû[mountain]N,saao/sargonletters:P313711.5.5,akk.r02307,akk.r0230b
31473,KUR-i,šadû[mountain]N,saao/sargonletters:P313711.8.3,akk.r02307,akk.r0230b
31474,KUR-i,šadû[mountain]N,saao/sargonletters:P334316.32.3,akk.r02307,akk.r0230b
31475,KUR-i,šadû[mountain]N,saao/sargonletters:P334528.5.5,akk.r02307,akk.r0230b
31476,KUR-i,šadû[mountain]N,saao/sargonletters:P334528.8.3,akk.r02307,akk.r0230b
31477,KUR-u,šadû[mountain]N,saao/sargonletters:P313742.26.2,akk.r02307,akk.r0230c
31478,KUR-u₂,šadû[mountain]N,saao/sargonletters:P224485.62.3,akk.r02307,akk.r0230d
31479,KUR-u₂,šadû[mountain]N,saao/sargonletters:P313504.11.5,akk.r02307,akk.r0230d
31480,KUR-u₂,šadû[mountain]N,saao/sargonletters:P313756.10.8,akk.r02307,akk.r0230d
31481,KUR-u₂,šadû[mountain]N,saao/sargonletters:P314275.23.3,akk.r02307,akk.r0230d
31482,KUR-u₂,šadû[mountain]N,saao/sargonletters:P314275.5.3,akk.r02307,akk.r0230d
31483,KUR-u₂,šadû[mountain]N,saao/sargonletters:P334181.24.1,akk.r02307,akk.r0230d
31484,KUR-u₂,šadû[mountain]N,saao/sargonletters:P334186.17.2,akk.r02307,akk.r0230d
31485,KUR-u₂,šadû[mountain]N,saao/sargonletters:P334422.13.3,akk.r02307,akk.r0230d
31486,KUR-u₂,šadû[mountain]N,saao/sargonletters:P334447.21.1,akk.r02307,akk.r0230d
31487,KUR-u₂,šadû[mountain]N,saao/sargonletters:P334562.9.4,akk.r02307,akk.r0230d
31488,KUR-u₂,šadû[mountain]N,saao/sargonletters:P334673.22.3,akk.r02307,akk.r0230d
31489,KUR-u₂,šadû[mountain]N,saao/sargonletters:P334695.7.1,akk.r02307,akk.r0230d
31490,KUR-u₂,šadû[mountain]N,saao/sargonletters:P334695.9.7,akk.r02307,akk.r0230d
31491,KUR-u₂,šadû[mountain]N,saao/sargonletters:P334857.10.4,akk.r02307,akk.r0230d
31492,{LU₂}šag-lu-u-te,šuglû[deported]AJ,saao/sargonletters:P313626.6.3,akk.r02710,akk.r02711
31493,{LU₂}šag-lu-u-te,šuglû[deported]AJ,saao/sargonletters:P314278.7.2,akk.r02710,akk.r02711
31494,{LU₂}ša₂-ga-lu-te,šuglû[deported]AJ,saao/sargonletters:P313573.15.2,akk.r02710,akk.r02712
31495,ša₂-ga-lu-u-ni,šuglû[deported]AJ,saao/sargonletters:P334772.6.4,akk.r02710,akk.r02713
31496,ta-ša₂-hu-hu,šahāhu[become loose]V,saao/sargonletters:P313573.13.1,akk.r02327,akk.r02327
31497,is-sa-ah-lu-ši,šahālu[sieve]V,saao/sargonletters:P313871.16.2,akk.r02328,akk.r02328
31498,i-ša₂-ha-aṭ,šahāṭu[tear away]V,saao/sargonletters:P313453.11.2,akk.r02329,akk.r0232a
31499,i-ša₂-hu-ṭu,šahāṭu[tear away]V,saao/sargonletters:P334713.26.1,akk.r02329,akk.r0232b
31500,i-ša₂-hu-ṭu,šahāṭu[tear away]V,saao/sargonletters:P334776.17.2,akk.r02329,akk.r0232b
31501,ta-ša₂-ha-ṭa,šahāṭu[tear away]V,saao/sargonletters:P313889.8.5,akk.r02329,akk.r0232c
31502,{GIŠ}HAŠHUR,hašhūru[apple (tree)]N,saao/sargonletters:P334568.28.1,akk.r00cdd,akk.r00cde
31503,{GIŠ}HAŠHUR-MEŠ,hašhūru[apple (tree)]N,saao/sargonletters:P334567.28.5,akk.r00cdd,akk.r00cdf
31504,{GIŠ}HAŠHUR-MEŠ,hašhūru[apple (tree)]N,saao/sargonletters:P334567.6.2,akk.r00cdd,akk.r00cdf
31505,{GIŠ}HAŠHUR-MEŠ,hašhūru[apple (tree)]N,saao/sargonletters:P334634.8.5,akk.r00cdd,akk.r00cdf
31506,{GIŠ}ša₂-ah-šu-ru,hašhūru[apple (tree)]N,saao/sargonletters:P334351.14.1,akk.r00cdd,akk.r00ce0
31507,šah-ṭa-tu-u-ni,šahṭu[formed]AJ,saao/sargonletters:P334074.12.3,akk.r0232d,akk.r0232d
31508,ŠAH₂-MEŠ-šu₂,šahû[pig]N,saao/sargonletters:P334386.15.1,akk.r02326,akk.r02326
31509,li-iš-kul,šakālu[(meaning unknown)]V,saao/sargonletters:P313660.8.1,akk.r02360,akk.r02360
31510,a-sa-ka-an,šakānu[put]V,saao/sargonletters:P313773.25.7,akk.r02361,akk.r02362
31511,a-sa-ka-an,šakānu[put]V,saao/sargonletters:P334143.62.4,akk.r02361,akk.r02362
31512,a-sa-ka-an,šakānu[put]V,saao/sargonletters:P334773.43.4,akk.r02361,akk.r02362
31513,a-sa-ka-an-šu-nu,šakānu[put]V,saao/sargonletters:P334773.34.2,akk.r02361,akk.r02363
31514,a-sa-kan,šakānu[put]V,saao/sargonletters:P313425.16.1,akk.r02361,akk.r02364
31515,a-sa-kan,šakānu[put]V,saao/sargonletters:P313451.26.2,akk.r02361,akk.r02364
31516,a-sa-kan,šakānu[put]V,saao/sargonletters:P313644.38.6,akk.r02361,akk.r02364
31517,a-sa-kan,šakānu[put]V,saao/sargonletters:P313773.18.8,akk.r02361,akk.r02364
31518,a-sa-kan,šakānu[put]V,saao/sargonletters:P313946.5.1,akk.r02361,akk.r02364
31519,a-sa-kan,šakānu[put]V,saao/sargonletters:P334100.8.1,akk.r02361,akk.r02364
31520,a-sa-kan,šakānu[put]V,saao/sargonletters:P334119.36.4,akk.r02361,akk.r02364
31521,a-sa-kan,šakānu[put]V,saao/sargonletters:P334124.20.3,akk.r02361,akk.r02364
31522,a-sa-kan,šakānu[put]V,saao/sargonletters:P334149.12.1,akk.r02361,akk.r02364
31523,a-sa-kan,šakānu[put]V,saao/sargonletters:P334606.20.3,akk.r02361,akk.r02364
31524,a-sa-kan,šakānu[put]V,saao/sargonletters:P334676.23.2,akk.r02361,akk.r02364
31525,a-sa-kan,šakānu[put]V,saao/sargonletters:P334804.12.2,akk.r02361,akk.r02364
31526,a-sa-kan-ku-nu,šakānu[put]V,saao/sargonletters:P334332.8.3,akk.r02361,akk.r02365
31527,a-sa-kan-na,šakānu[put]V,saao/sargonletters:P334178.40.2,akk.r02361,akk.r02366
31528,a-sa-kan-šu,šakānu[put]V,saao/sargonletters:P313855.17.2,akk.r02361,akk.r02367
31529,a-sa-kan-šu,šakānu[put]V,saao/sargonletters:P334917.28.5,akk.r02361,akk.r02367
31530,a-sa-kan-šu₂,šakānu[put]V,saao/sargonletters:P313477.43.1,akk.r02361,akk.r02368
31531,a-sa-kan-šu₂,šakānu[put]V,saao/sargonletters:P313657.24.4,akk.r02361,akk.r02368
31532,a-sa-kan-šu₂,šakānu[put]V,saao/sargonletters:P334080.27.3,akk.r02361,akk.r02368
31533,a-sa-kan-šu₂,šakānu[put]V,saao/sargonletters:P334143.59.4,akk.r02361,akk.r02368
31534,a-sa-kan-šu₂,šakānu[put]V,saao/sargonletters:P334439.6.2,akk.r02361,akk.r02368
31535,a-sa-kan-šu₂,šakānu[put]V,saao/sargonletters:P334615.7.2,akk.r02361,akk.r02368
31536,a-sa-kan-šu₂,šakānu[put]V,saao/sargonletters:P334687.24.3,akk.r02361,akk.r02368
31537,a-sa-kan-šu₂,šakānu[put]V,saao/sargonletters:P334810.10.1,akk.r02361,akk.r02368
31538,a-sa-kan-šu₂-nu,šakānu[put]V,saao/sargonletters:P334077.27.4,akk.r02361,akk.r02369
31539,a-sa-kan-šu₂-nu,šakānu[put]V,saao/sargonletters:P334198.31.1,akk.r02361,akk.r02369
31540,a-šak-kan,šakānu[put]V,saao/sargonletters:P313738.7.5,akk.r02361,akk.r0236a
31541,a-šak-kan,šakānu[put]V,saao/sargonletters:P313814.48.6,akk.r02361,akk.r0236a
31542,a-šak-kan,šakānu[put]V,saao/sargonletters:P334193.18.4,akk.r02361,akk.r0236a
31543,a-šak-kan-šu₂,šakānu[put]V,saao/sargonletters:P313452.44.1,akk.r02361,akk.r0236b
31544,a-ša₂-kan,šakānu[put]V,saao/sargonletters:P313614.23.4,akk.r02361,akk.r0236c
31545,aš₂-ku-nu-ka-ni,šakānu[put]V,saao/sargonletters:P313417.20.5,akk.r02361,akk.r0236d
