,a,b,break,f,file,form,frag,line_label,m,sign_loc_id,text_id,sign_form,mods_str,str_part,num_part
76312,v,LU₂,damaged,,P334055.json,{LU₂}GAL—A.BA,{⸢lu₂v⸣}GAL—A.BA\td,r 8',,P334055.22.1.0,P334055,LU₂,v..,LU,2
76899,,ba,damaged,t,P334069.json,{URU}kur-ba-il₃,{⸢uru}kur-ba\t⸣-[il₃],r 5,,P334069.28.2.2,P334069,BA,.t.,ba,1
77040,,da,damaged,d,P334070.json,i-da-tu₂-u-a,i—⸢da\d⸣-tu₂-u-a,o 7,,P334070.8.1.1,P334070,DA,.d.,da,1
77484,,TA,damaged,m,P334074.json,TA@v,⸢TA@v\m⸣,o 6,v,P334074.7.2.0,P334074,TA,.m.v,TA,1
78369,v,LU₂,missing,,P334077.json,{LU₂}mat-a.a,{lu₂v]}mat-a.a,o 14,,P334077.15.3.0,P334077,LU₂,v..,LU,2
78488,,ša,damaged,y,P334077.json,ša,⸢ša\y⸣,o 22,,P334077.23.8.0,P334077,ŠA,.y.,ša,1
78515,v,LU₂,damaged,,P334077.json,{LU₂}A—KIN-MEŠ-ni-šu₂-nu,{⸢lu₂v⸣}A—KIN-MEŠ-ni-šu₂-[nu,o 24,,P334077.25.7.0,P334077,LU₂,v..,LU,2
78522,v,LU₂,damaged,,P334077.json,{LU₂}A—KIN-MEŠ-ni-šu₂-nu,{⸢lu₂v⸣}A—KIN-MEŠ-ni-šu₂-[nu,o 24,,P334077.25.7.0,P334077,LU₂,v..,LU,2
78531,,TA,missing,m,P334077.json,TA@v,[TA@v\m,o 25,v,P334077.26.1.0,P334077,TA,.m.v,TA,1
78626,,ti,missing,t,P334077.json,i-ti-sa,[i-ti\t]-⸢sa⸣,r 2,,P334077.35.1.1,P334077,TI,.t.,ti,1
78637,v,LU₂,damaged,,P334077.json,{LU₂}mat-a.a,{⸢lu₂v⸣}mat-a.a,r 3,,P334077.36.2.0,P334077,LU₂,v..,LU,2
78748,v,LU₂,missing,,P334077.json,{LU₂}ARAD-MEŠ,{lu₂v}ARAD-MEŠ,r 11,,P334077.44.3.0,P334077,LU₂,v..,LU,2
80383,,ni,damaged,d,P334090.json,šu-u₂-tu-u-ni,šu-u₂-tu\t-u-⸢ni\d⸣,b.e. 24,,P334090.26.2.4,P334090,NI,.d.,ni,1
80839,v,LU₂,damaged,,P334092.json,{LU₂}ERIM-MEŠ,{⸢lu₂v⸣}[ERIM-MEŠ,r 3',,P334092.26.3.0,P334092,LU₂,v..,LU,2
80854,v,LU₂,missing,,P334092.json,{LU₂}NAM-MEŠ,{lu₂v}NAM-MEŠ],r 4',,P334092.27.7.0,P334092,LU₂,v..,LU,2
80989,v,LU₂,missing,,P334093.json,{LU₂}IGI.DUB,{lu₂v]}⸢IGI⸣.[DUB,o 1,,P334093.2.2.0,P334093,LU₂,v..,LU,2
81312,v,LU₂,damaged,,P334094.json,{LU₂}NAM-MEŠ,{lu₂v⸣}NAM-MEŠ,r 1',,P334094.11.2.0,P334094,LU₂,v..,LU,2
81402,v,LU₂,damaged,,P334097.json,{LU₂}A.BA,{lu₂v⸣}A.BA,r 2,,P334097.16.2.0,P334097,LU₂,v..,LU,2
81528,v,LU₂,missing,,P334099.json,{LU₂}mu-šar-kiš-MEŠ,{lu₂v}mu]-⸢šar⸣-kiš-MEŠ,o 14,,P334099.15.6.0,P334099,LU₂,v..,LU,2
81583,v,LU₂,damaged,,P334099.json,{LU₂}šak-ni-šu₂-nu,{⸢lu₂v⸣}šak-ni-šu₂-nu,r 1,,P334099.24.1.0,P334099,LU₂,v..,LU,2
81641,v,LU₂,missing,,P334099.json,{LU₂}ERIM-MEŠ,{[lu₂v}ERIM-MEŠ,r 9,,P334099.32.4.0,P334099,LU₂,v..,LU,2
81859,,TA,damaged,,P334100.json,TA@v,TA@v⸣,o 16,v,P334100.17.3.0,P334100,TA,..v,TA,1
82161,,da,damaged,d,P334102.json,u₂-da,u₂-⸢da\d,o 4,,P334102.5.3.1,P334102,DA,.d.,da,1
82182,,LU,damaged,t,P334102.json,{LU}x,{⸢lut}x,r 1',,P334102.11.1.0,P334102,LU,.t.,LU,1
82807,v,LU₂,missing,,P334104.json,{LU₂}A—KIN-ia,{lu₂v}A—KIN-ia],r 9',,P334104.36.5.0,P334104,LU₂,v..,LU,2
82811,v,LU₂,missing,,P334104.json,{LU₂}A—KIN-ia,{lu₂v}A—KIN-ia],r 9',,P334104.36.5.0,P334104,LU₂,v..,LU,2
82830,,u₂,damaged,m,P334104.json,an-ni-u₂,an-ni-⸢u₂\m⸣,r 11',,P334104.38.2.2,P334104,U₂,.m.,u,2
83076,,ša,damaged,d,P334106.json,ša,⸢ša\d⸣,o 5,,P334106.6.3.0,P334106,ŠA,.d.,ša,1
83096,,le,damaged,t,P334106.json,{GIŠ}le-ʾu,{giš}⸢le\t⸣-ʾu,o 8,,P334106.9.2.1,P334106,LI,.t.,le,1
83117,,le,damaged,t,P334106.json,{GIŠ}le-ʾu,{giš}⸢le\t⸣-[ʾu,o 11,,P334106.12.2.1,P334106,LI,.t.,le,1
83124,,le,damaged,t,P334106.json,{GIŠ}le-ʾu,{giš}⸢le\t⸣-[ʾu,o 12,,P334106.13.2.1,P334106,LI,.t.,le,1
83137,v,LU₂,damaged,,P334106.json,{LU₂}GAL—E₂.GAL,{⸢lu₂v⸣}GAL—E₂.GAL,o 14,,P334106.15.1.0,P334106,LU₂,v..,LU,2
83141,v,LU₂,damaged,,P334106.json,{LU₂}GAL—E₂.GAL,{⸢lu₂v⸣}GAL—E₂.GAL,o 14,,P334106.15.1.0,P334106,LU₂,v..,LU,2
83185,,ša,damaged,y,P334107.json,ša,⸢ša\y⸣,o 5,,P334107.6.1.0,P334107,ŠA,.y.,ša,1
83212,,PAD,damaged,m,P334107.json,{ŠE}PAD-MEŠ,{⸢še}PAD\m⸣-MEŠ,o 8,,P334107.9.2.1,P334107,PAD,.m.,PAD,1
83301,v,LU₂,missing,,P334108.json,{LU₂}A—KIN-e-a,{[lu₂v]}A—KIN-e-a,o 8,,P334108.9.1.0,P334108,LU₂,v..,LU,2
83306,v,LU₂,missing,,P334108.json,{LU₂}A—KIN-e-a,{[lu₂v]}A—KIN-e-a,o 8,,P334108.9.1.0,P334108,LU₂,v..,LU,2
83502,,ANŠE,damaged,d,P334111.json,{ANŠE}KUR.RA-MEŠ,{anšed⸣}[KUR].⸢RA⸣-MEŠ,o 8,,P334111.9.4.0,P334111,ANŠE,.d.,ANŠE,1
84537,v,LU₂,missing,,P334115.json,{LU₂}A—KIN-e-šu₂,{[lu₂v]}A—KIN-e-šu₂,o 11,,P334115.12.1.0,P334115,LU₂,v..,LU,2
84542,v,LU₂,missing,,P334115.json,{LU₂}A—KIN-e-šu₂,{[lu₂v]}A—KIN-e-šu₂,o 11,,P334115.12.1.0,P334115,LU₂,v..,LU,2
84558,v,LU₂,damaged,,P334115.json,{LU₂}x,{lu₂v⸣}[x,o 12,,P334115.13.5.0,P334115,LU₂,v..,LU,2
84992,v,LU₂,damaged,,P334117.json,{LU₂}IGI.DUB,{⸢lu₂v⸣}IGI.DUB\m,o 6,,P334117.7.4.0,P334117,LU₂,v..,LU,2
85001,v,LU₂,damaged,,P334117.json,{LU₂}um-ma-ni,{⸢lu₂v⸣}um\d-⸢ma⸣-[ni],r 1',,P334117.12.1.0,P334117,LU₂,v..,LU,2
85361,v,LU₂,damaged,,P334119.json,{LU₂}ša-BAD-HAL-MEŠ,{⸢lu₂v⸣}[ša\y—BAD-HAL-MEŠ],b.e. 24,,P334119.26.3.0,P334119,LU₂,v..,LU,2
85362,,ša,missing,y,P334119.json,{LU₂}ša-BAD-HAL-MEŠ,{⸢lu₂v⸣}[ša\y—BAD-HAL-MEŠ],b.e. 24,,P334119.26.3.1,P334119,ŠA,.y.,ša,1
85385,v,LU₂,missing,,P334119.json,{LU₂}ša-BAD-HAL-MEŠ,{[lu₂v}ša—BAD-HAL-MEŠ],r 2,,P334119.30.3.0,P334119,LU₂,v..,LU,2
86202,,ša,damaged,dm,P334135.json,ša,⸢ša\dm,r 3,,P334135.31.2.0,P334135,ŠA,.dm.,ša,1
86327,v,LU₂,missing,,P334135.json,{LU₂}ARAD-MEŠ,{lu₂v]}⸢ARAD⸣-MEŠ,r 13,,P334135.41.7.0,P334135,LU₂,v..,LU,2
86378,v,LU₂,missing,,P334135.json,{LU₂}mar-ha-sa-a.a,{lu₂v}mar-ha]-⸢sa⸣-a.a,r 18,,P334135.47.6.0,P334135,LU₂,v..,LU,2
86773,,na,damaged,t,P334139.json,{1}na-ṣib-DINGIR,{1}⸢na\t⸣-ṣib—DINGIR,o 4,,P334139.5.3.1,P334139,NA,.t.,na,1
86853,,na,damaged,t,P334139.json,a-sa-na-par-šu₂,a-⸢sa-na\t⸣-par-šu₂,o 15,,P334139.17.4.2,P334139,NA,.t.,na,1
87018,v,LU₂,missing,,P334140.json,{LU₂}e-mu-qi,{lu₂v}e]-⸢mu⸣-qi,o 5,,P334140.6.2.0,P334140,LU₂,v..,LU,2
87023,v,LU₂,damaged,,P334140.json,{LU₂}x,{lu₂v⸣}[x],o 5,,P334140.6.4.0,P334140,LU₂,v..,LU,2
87422,,TA,missing,m,P334142.json,TA@v,[TA@v\m],o 12,v,P334142.13.1.0,P334142,TA,.m.v,TA,1
87433,v,LU₂,missing,,P334142.json,{LU₂}tur-ta-nu-šu₂,{[lu₂v}tur]-⸢ta⸣-nu-šu₂,o 13,,P334142.14.1.0,P334142,LU₂,v..,LU,2
87480,v,LU₂,missing,,P334142.json,{LU₂}GAR-nu-te,{lu₂v}GAR]-nu-te,o 17,,P334142.18.5.0,P334142,LU₂,v..,LU,2
87509,,uk,damaged,d,P334142.json,{KUR}uk-ka-a.a,{[kur]}⸢uk\d⸣-ka-a.a,o 20,,P334142.21.2.1,P334142,|PIRIG×UD|,.d.,uk,1
88020,v,LU₂,missing,,P334143.json,{LU₂}EN.NAM-MEŠ-te,{[lu₂v}EN.NAM]-⸢MEŠ⸣-te,o 12,,P334143.13.3.0,P334143,LU₂,v..,LU,2
88056,v,LU₂,missing,,P334143.json,{LU₂}EN.NAM-MEŠ-te-e-šu₂,{lu₂v]}EN.NAM-MEŠ-te-e-šu₂,o 14,,P334143.15.5.0,P334143,LU₂,v..,LU,2
88557,v,LU₂,missing,,P334143.json,{LU₂}qur-bu-te-ia,{[lu₂v]}⸢qur⸣-bu-te-ia,r 15,,P334143.53.1.0,P334143,LU₂,v..,LU,2
88574,,TA,damaged,,P334143.json,TA@v,⸢TA@v⸣,r 16,v,P334143.54.2.0,P334143,TA,..v,TA,1
88692,,KAM₂,damaged,t,P334143.json,11-KAM₂,11-⸢KAM₂\t⸣,r 25,,P334143.63.2.1,P334143,KAM₂,.t.,KAM,2
88831,,URI,damaged,dd,P334145.json,{KUR}URI-a.a,{[kur]}⸢URI\dd⸣-[a].⸢a⸣,o 9,,P334145.10.3.1,P334145,URI,.dd.,URI,1
89289,v,LU₂,damaged,,P334150.json,{LU₂}qur-bu-ti-ma,{⸢lu₂v}qur⸣-bu-ti\t-ma,r 1,,P334150.21.3.0,P334150,LU₂,v..,LU,2
89577,v,LU₂,damaged,y,P334152.json,{LU₂}par-ri-ṣu,{⸢lu₂vy⸣}par-ri-ṣu,o 17,,P334152.18.1.0,P334152,LU₂,v.y.,LU,2
90129,,ša,damaged,yd,P334157.json,ša,⸢ša\yd⸣,o 4,,P334157.5.1.0,P334157,ŠA,.yd.,ša,1
90186,v,LU₂,missing,y,P334157.json,{LU₂}GAL-MEŠ,{lu₂vy]}⸢GAL⸣-MEŠ,o 9,,P334157.10.8.0,P334157,LU₂,v.y.,LU,2
90392,,ba,damaged,t,P334158.json,ṭa-a-ba,ṭa-a]-⸢ba\t⸣,o 13,,P334158.14.3.2,P334158,BA,.t.,ba,1
90990,,na,damaged,t,P334165.json,a-na,a-⸢na\t⸣,o 3,,P334165.4.3.1,P334165,NA,.t.,na,1
91030,,TA,damaged,,P334165.json,TA@v,⸢TA@v⸣,o 9,v,P334165.10.1.0,P334165,TA,..v,TA,1
91049,v,LU₂,missing,,P334165.json,{LU₂}ar-ba-a.a,{[lu₂v}ar]-⸢ba⸣-a.a,o 12,,P334165.13.2.0,P334165,LU₂,v..,LU,2
91118,,TA,missing,,P334166.json,TA@v,[TA@v],o 11,v,P334166.12.1.0,P334166,TA,..v,TA,1
91192,v,LU₂,damaged,y,P334167.json,{LU₂}qur-bu-tu₂,{⸢lu₂vy⸣}qur-bu\p-tu₂,o 9,,P334167.10.1.0,P334167,LU₂,v.y.,LU,2
91614,,TA,missing,,P334171.json,TA@v,[TA@v],o 8,v,P334171.9.1.0,P334171,TA,..v,TA,1
91677,v,LU₂,damaged,,P334172.json,{LU₂}QAL₃-MEŠ,{⸢lu₂v⸣}QAL₃-MEŠ\t,o 7,,P334172.8.3.0,P334172,LU₂,v..,LU,2
91769,v,LU₂,missing,,P334173.json,{LU₂}DAM.QAR-MEŠ,{lu₂v]}⸢DAM⸣.QAR-MEŠ,o 5,,P334173.6.6.0,P334173,LU₂,v..,LU,2
91833,,TA,missing,,P334174.json,TA@v,[TA@v,o 4,v,P334174.5.1.0,P334174,TA,..v,TA,1
92525,v,LU₂,missing,,P334178.json,{LU₂}ERIM—LUGAL-ma,{lu₂v]}⸢ERIM⸣—LUGAL-ma,o 18,,P334178.19.5.0,P334178,LU₂,v..,LU,2
92529,v,LU₂,missing,,P334178.json,{LU₂}ERIM—LUGAL-ma,{lu₂v]}⸢ERIM⸣—LUGAL-ma,o 18,,P334178.19.5.0,P334178,LU₂,v..,LU,2
92991,,ša,damaged,y,P334179.json,ša,⸢ša\y,r 3,,P334179.28.3.0,P334179,ŠA,.y.,ša,1
93094,,na,damaged,t,P334179.json,a-na,a-⸢na\t⸣,r 15,,P334179.40.1.1,P334179,NA,.t.,na,1
94210,,TA,damaged,m,P334187.json,TA@v,⸢TA@v\m⸣,o 12,v,P334187.13.1.0,P334187,TA,.m.v,TA,1
95759,,ša,damaged,dm,P334198.json,ša,⸢ša\dm⸣,e. 2,,P334198.35.4.0,P334198,ŠA,.dm.,ša,1
96355,,qa,damaged,d,P334200.json,qa-lu-te,⸢qa\d⸣-[lu-te],r 14',,P334200.36.2.0,P334200,SILA₃,.d.,qa,1
96473,,ITI,damaged,m,P334201.json,{ITI}DUL,{⸢itim⸣}DUL,r 6',,P334201.17.4.0,P334201,|UD×(U.U.U)|,.m.,ITI,1
96624,v,LU₂,missing,,P334202.json,{LU₂}DUMU-šip-ri,{lu₂v}DUMU]—šip-ri,o 15,,P334202.16.3.0,P334202,LU₂,v..,LU,2
96881,v,LU₂,damaged,,P334203.json,{LU₂}x,{⸢lu₂v⸣}[x,r 7,,P334203.26.2.0,P334203,LU₂,v..,LU,2
96985,v,LU₂,missing,,P334204.json,{LU₂}ša₂-EN.NUN,{[lu₂v}ša₂]—⸢EN.NUN⸣,r 3',,P334204.19.1.0,P334204,LU₂,v..,LU,2
97362,v,LU₂,damaged,,P334206.json,{LU₂}x,{⸢lu₂v⸣}[x,o 5,,P334206.6.2.0,P334206,LU₂,v..,LU,2
97495,v,LU₂,missing,,P334208.json,{LU₂}EN.NAM,{[lu₂v}EN].⸢NAM⸣,o 4,,P334208.5.1.0,P334208,LU₂,v..,LU,2
97501,,zu,damaged,t,P334208.json,{URU}ar₂-zu-hi-na,{uru}ar₂-⸢zu\t⸣-[hi-na],o 4,,P334208.5.3.2,P334208,ZU,.t.,zu,1
97673,,TA,missing,,P334210.json,TA@v,[TA@v,o 6,v,P334210.7.1.0,P334210,TA,..v,TA,1
97675,v,LU₂,damaged,,P334210.json,{LU₂}ERIM-MEŠ,{⸢lu₂v⸣}ERIM-MEŠ,o 6,,P334210.7.3.0,P334210,LU₂,v..,LU,2
97754,,na,damaged,td,P334211.json,a-na,a-⸢na\td⸣,o 4,,P334211.5.3.1,P334211,NA,.td.,na,1
97764,v,LU₂,damaged,y,P334211.json,{LU₂}šag-lu-te,{⸢lu₂vy}šag-lu⸣-te\p,o 6,,P334211.7.1.0,P334211,LU₂,v.y.,LU,2
97797,,ša,damaged,tym,P334211.json,ša,⸢ša\tym⸣,o 10,,P334211.11.1.0,P334211,ŠA,.tym.,ša,1
98120,,ra,damaged,tp,P334213.json,ga-mu-ra,ga-mu-⸢ra\tp⸣,o 16,,P334213.17.3.2,P334213,RA,.tp.,ra,1
98140,v,LU₂,damaged,,P334213.json,{LU₂}ERIM-MEŠ,{⸢lu₂v⸣}ERIM-⸢MEŠ⸣,r 2',,P334213.23.2.0,P334213,LU₂,v..,LU,2
98171,,na,damaged,td,P334214.json,a-na,[a]-⸢na\td⸣,o 1,,P334214.2.1.1,P334214,NA,.td.,na,1
98652,v,LU₂,missing,,P334223.json,{LU₂}EN—URU,{[lu₂v}EN]—⸢URU⸣,o 11,,P334223.12.1.0,P334223,LU₂,v..,LU,2
98655,v,LU₂,missing,,P334223.json,{LU₂}EN—URU,{[lu₂v}EN]—⸢URU⸣,o 11,,P334223.12.1.0,P334223,LU₂,v..,LU,2
98688,v,LU₂,missing,y,P334223.json,{LU₂}ma-aq-tu₂,{[lu₂vy]}ma-aq\t-tu₂,r 3',,P334223.20.1.0,P334223,LU₂,v.y.,LU,2
98696,v,LU₂,missing,y,P334223.json,{LU₂}A-šip-ri-MEŠ,{[lu₂vy]}A—šip-ri-MEŠ\m,r 4',,P334223.21.1.0,P334223,LU₂,v.y.,LU,2
99379,,ša,damaged,d,P334263.json,ša,⸢ša\d⸣,r 13',,P334263.34.2.0,P334263,ŠA,.d.,ša,1
100145,,ti,damaged,t,P334279.json,{URU}BAD₃-ta-li-ti,{uru}BAD₃\p—ta-li-⸢ti\t⸣,r 1,,P334279.29.2.4,P334279,TI,.t.,ti,1
100441,,ša,damaged,d,P334280.json,ša,⸢ša\d⸣,o 4,,P334280.5.1.0,P334280,ŠA,.d.,ša,1
100990,,na,damaged,t,P334284.json,li-di-na-aš₂-šu₂-nu,li-di-⸢na\t⸣-aš₂-šu₂-nu,o 16,,P334284.17.1.2,P334284,NA,.t.,na,1
101058,,ša,damaged,dm,P334284.json,ša,⸢ša\dm⸣,r 3,,P334284.27.2.0,P334284,ŠA,.dm.,ša,1
102497,,na,damaged,t,P334305.json,a-na,[a]-⸢na\t⸣,o 1,,P334305.2.1.1,P334305,NA,.t.,na,1
102523,v,LU₂,damaged,,P334305.json,{LU₂}GAL-MEŠ,{⸢lu₂v⸣}GAL-MEŠ\m,o 5,,P334305.6.1.0,P334305,LU₂,v..,LU,2
102564,,na,damaged,t,P334305.json,a-na-ku,[a]-⸢na\t⸣-ku,o 10,,P334305.11.1.1,P334305,NA,.t.,na,1
102588,,ID₂,damaged,t,P334305.json,{1}{ID₂}za-ba-BA-ša₂,{1}{⸢id₂t⸣}za-ba—BA-ša₂,o 13,,P334305.14.2.1,P334305,|A.LAGAB×HAL|,.t.,ID,2
102606,v,LU₂,missing,,P334305.json,{LU₂}DUMU-šip-ri,{[lu₂v]}⸢DUMU⸣—šip-ri,b.e. 16,,P334305.18.1.0,P334305,LU₂,v..,LU,2
102680,,NUN,damaged,m,P334305.json,EN.NUN-šu,EN.⸢NUN\m⸣-[šu],r 8,,P334305.29.1.1,P334305,NUN,.m.,NUN,1
103911,,TA,damaged,,P334318.json,TA@v,⸢TA@v,r 1',v,P334318.18.1.0,P334318,TA,..v,TA,1
104068,,SA₅,damaged,m,P334321.json,SA₅-MEŠ,⸢SA₅\m⸣-MEŠ,o 6,,P334321.8.3.0,P334321,|SI.A|,.m.,SA,5
104282,v,LU₂,missing,,P334322.json,{LU₂}x,{lu₂v}x,o 12,,P334322.14.2.0,P334322,LU₂,v..,LU,2
104383,,TA,damaged,,P334322.json,TA@v,⸢TA@v⸣,o 23,v,P334322.25.3.0,P334322,TA,..v,TA,1
104885,v,LU₂,missing,,P334328.json,{LU₂}A-šip-ri,{lu₂v]}A—šip-ri\d,r 3,,P334328.24.5.0,P334328,LU₂,v..,LU,2
104982,,na,damaged,t,P334330.json,a-na,[a]-⸢na\t⸣,o 1,,P334330.2.1.1,P334330,NA,.t.,na,1
105083,,na,damaged,t,P334330.json,a-na-ki-is,a]-⸢na\t⸣-ki-is,o 14,,P334330.15.2.1,P334330,NA,.t.,na,1
105364,,TA,missing,,P334332.json,TA@v,[TA@v,o 16,v,P334332.17.1.0,P334332,TA,..v,TA,1
105592,v,LU₂,missing,,P334333.json,{LU₂}EN.NAM,{lu₂v}EN.NAM,r 0,,P334333.20.2.0,P334333,LU₂,v..,LU,2
105599,,TA,missing,m,P334333.json,TA@v,TA@v\m,r 0,v,P334333.20.5.0,P334333,TA,.m.v,TA,1
105606,,ša,damaged,d,P334333.json,ša,⸢ša\d,r 1',,P334333.21.2.0,P334333,ŠA,.d.,ša,1
105836,,LUGAL,damaged,d,P334334.json,LUGAL,⸢LUGAL\d⸣,o 5,,P334334.6.5.0,P334334,LUGAL,.d.,LUGAL,1
105944,,ša,damaged,d,P334335.json,ša,⸢ša\d⸣,o 4,,P334335.5.2.0,P334335,ŠA,.d.,ša,1
105993,,ša,damaged,d,P334335.json,ša,⸢ša\d⸣,o 8,,P334335.9.5.0,P334335,ŠA,.d.,ša,1
106237,,LUGAL,damaged,m,P334339.json,LUGAL,⸢LUGAL\m⸣,o 5,,P334339.6.1.0,P334339,LUGAL,.m.,LUGAL,1
106259,,i,damaged,p,P334339.json,i-tal-lak,⸢i\p⸣-tal-lak,o 7,,P334339.8.1.0,P334339,I,.p.,i,1
106435,,TA,missing,m,P334343.json,TA@v,[TA@v\m,o 14,v,P334343.15.1.0,P334343,TA,.m.v,TA,1
106483,v,LU₂,missing,,P334343.json,{LU₂}ARAD-MEŠ,{[lu₂v]}⸢ARAD⸣-MEŠ,r 2,,P334343.23.1.0,P334343,LU₂,v..,LU,2
106733,,TA,damaged,m,P334344.json,TA@v,⸢TA@v\m⸣,o 17,v,P334344.18.1.0,P334344,TA,.m.v,TA,1
107009,,ša,damaged,y,P334344.json,ša,⸢ša\y,r 22,,P334344.49.1.0,P334344,ŠA,.y.,ša,1
107753,v,LU₂,damaged,,P334348.json,{LU₂}ERIM-MEŠ,{⸢lu₂v}ERIM⸣-[MEŠ],r 4',,P334348.23.1.0,P334348,LU₂,v..,LU,2
108203,,ba,damaged,t,P334355.json,ba-ti-qi₂-tu₂,⸢ba\t⸣-ti\t-qi₂-tu₂,r 11,,P334355.30.1.0,P334355,BA,.t.,ba,1
109198,,ni,damaged,d,P334369.json,qa-ni,⸢qa-ni\d⸣,o 22,,P334369.23.1.1,P334369,NI,.d.,ni,1
109309,,na,missing,t,P334372.json,a-na,[a-na\t],o 1,,P334372.2.1.1,P334372,NA,.t.,na,1
109594,,ti,missing,t,P334372.json,{TUG₂}maš-kan-a-ti-šu₂-nu,{tug₂}maš-kan-a-[ti\t-šu₂-nu],r 14,,P334372.36.2.4,P334372,TI,.t.,ti,1
109603,v,LU₂,missing,,P334372.json,{LU₂}EN.NAM,{[lu₂v}EN.NAM],r 15,,P334372.37.5.0,P334372,LU₂,v..,LU,2
109908,,TA,missing,,P334375.json,TA@v,[TA@v,b.e. 12,v,P334375.14.1.0,P334375,TA,..v,TA,1
110071,v,LU₂,missing,,P334377.json,{LU₂}hu-ub-tu₂,{lu₂v]}hu-ub-tu₂,o 15,,P334377.16.7.0,P334377,LU₂,v..,LU,2
110219,v,LU₂,missing,,P334381.json,{LU₂}ERIM-MEŠ,{[lu₂v}ERIM]-MEŠ,o 5',,P334381.7.1.0,P334381,LU₂,v..,LU,2
110325,,TA,damaged,m,P334381.json,TA@v,⸢TA@v\m⸣,o 15',v,P334381.17.1.0,P334381,TA,.m.v,TA,1
110548,,MEŠ,damaged,t,P334381.json,ERIM-MEŠ,[ERIM]-⸢MEŠ\t⸣,r 16,,P334381.42.1.1,P334381,|ME.U.U.U|,.t.,MEŠ,1
110567,v,LU₂,missing,,P334381.json,{LU₂}qur-bu-ti,{lu₂v]}⸢qur-bu⸣-ti\t,r 18,,P334381.44.2.0,P334381,LU₂,v..,LU,2
110726,v,LU₂,damaged,,P334385.json,{LU₂}GAR-nu-MEŠ-ia,{lu₂v⸣}[GAR-nu-MEŠ-ia],o 2',,P334385.4.3.0,P334385,LU₂,v..,LU,2
110745,,TA,missing,m,P334385.json,TA@v,[TA@v\m],b.e. 5',v,P334385.8.1.0,P334385,TA,.m.v,TA,1
110941,v,LU₂,damaged,,P334386.json,{LU₂}02-u,{⸢lu₂v}02-u⸣,o 4',,P334386.6.2.0,P334386,LU₂,v..,LU,2
111183,v,LU₂,damaged,,P334386.json,{LU₂}šak-nu-MEŠ-šu₂,{⸢lu₂v⸣}šak\t-nu-MEŠ-šu₂,r 15,,P334386.39.1.0,P334386,LU₂,v..,LU,2
111855,v,LU₂,missing,,P334390.json,{LU₂}tur-ta-nu,{lu₂v}tur-ta-nu],o 21,,P334390.22.9.0,P334390,LU₂,v..,LU,2
111972,,na,damaged,t,P334390.json,na-me-di,na\t⸣-me-di,r 6',,P334390.33.4.0,P334390,NA,.t.,na,1
112221,,NA,missing,t,P334390.json,MA.NA,MA.NA\t,r 21',,P334390.48.2.1,P334390,NA,.t.,NA,1
112925,v,LU₂,missing,,P334400.json,{LU₂}qur-bu-te,{[lu₂v}qur]-bu-te,r 1',,P334400.15.1.0,P334400,LU₂,v..,LU,2
113076,,TA,damaged,m,P334403.json,TA@v,⸢TA@v\m⸣,o 1',v,P334403.3.4.0,P334403,TA,.m.v,TA,1
113089,v,LU₂,missing,,P334403.json,KUR-{LU₂}GAL—KAŠ.LUL,KUR—{lu₂v]}GAL—KAŠ.LUL,o 3',,P334403.5.2.1,P334403,LU₂,v..,LU,2
113094,v,LU₂,missing,,P334403.json,KUR-{LU₂}GAL—KAŠ.LUL,KUR—{lu₂v]}GAL—KAŠ.LUL,o 3',,P334403.5.2.1,P334403,LU₂,v..,LU,2
113099,v,LU₂,missing,,P334403.json,KUR-{LU₂}GAL—KAŠ.LUL,KUR—{lu₂v]}GAL—KAŠ.LUL,o 3',,P334403.5.2.1,P334403,LU₂,v..,LU,2
113738,v,LU₂,damaged,,P334415.json,{LU₂}ARAD-MEŠ,{⸢lu₂v⸣}[ARAD-MEŠ,o 1',,P334415.3.1.0,P334415,LU₂,v..,LU,2
114086,v,LU₂,damaged,y,P334422.json,{LU₂}ERIM-MEŠ,{⸢lu₂vy⸣}ERIM-⸢MEŠ,o 1',,P334422.3.5.0,P334422,LU₂,v.y.,LU,2
114201,v,LU₂,damaged,,P334422.json,{LU₂}GAL—E₂,{⸢lu₂v}GAL⸣—E₂,o 12',,P334422.14.1.0,P334422,LU₂,v..,LU,2
114204,v,LU₂,damaged,,P334422.json,{LU₂}GAL—E₂,{⸢lu₂v}GAL⸣—E₂,o 12',,P334422.14.1.0,P334422,LU₂,v..,LU,2
114411,,ša,damaged,m,P334432.json,ša,⸢ša\m⸣,o 1',,P334432.3.1.0,P334432,ŠA,.m.,ša,1
114455,,ša,damaged,m,P334432.json,ša,⸢ša\m⸣,r 1,,P334432.16.2.0,P334432,ŠA,.m.,ša,1
114593,,ša,damaged,yd,P334435.json,ša,⸢ša\yd⸣,o 9',,P334435.11.5.0,P334435,ŠA,.yd.,ša,1
114675,v,LU₂,damaged,,P334435.json,{LU₂}GAR-nu-MEŠ,{⸢lu₂v⸣}[GAR-nu-MEŠ],r 4,,P334435.23.2.0,P334435,LU₂,v..,LU,2
114695,,ti,damaged,t,P334435.json,le-ti-qu,le-⸢ti\t⸣-[qu,r 7,,P334435.26.1.1,P334435,TI,.t.,ti,1
114760,,uk,damaged,d,P334439.json,nu-uk,nu-⸢uk\d⸣,o 5',,P334439.7.1.1,P334439,|PIRIG×UD|,.d.,uk,1
